Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)	Dimensions
67	Town / City / Traffic	60031-1	City Corner (Reissue)	2013	137	53.5 x 27.7 x 8.4
789	The Hobbit and the Lord of the Rings / The Lord of the Rings	10237-1	The Tower of Orthanc	2013	394	47.5 x 58 x 8.5
764	Master Builder Academy	20215-1	MBA Invention Designer (Kits 10 - 12)	2013	?	43.18 x 27.31 x 7
764	Master Builder Academy	20214-1	MBA Adventure Designer (Kits 7 - 9 Redesign)	2013	1053	43 x 27 x 7
790	Teenage Mutant Ninja Turtles	30270-1	Kraang Laser Turret polybag	2013	1.84	13.8 x 16.7 x 1.2
976	LEGO Brand / LEGO Brand Store / Monthly Model	40067-1	Monthly Mini Model Build Set - 2013 07 July, Crab polybag	2013	?	13.6 x 13.5 x 1
976	LEGO Brand / LEGO Brand Store / Monthly Model	40068-1	Monthly Mini Model Build Set - 2013 08 August, Flamingo polybag	2013	?	? x ? x ?
976	LEGO Brand / LEGO Brand Store / Monthly Model	40069-1	Monthly Mini Model Build Set - 2013 09 September, Pirate polybag	2013	3.8	? x ? x ?
976	LEGO Brand / LEGO Brand Store / Monthly Model	40070-1	Monthly Mini Model Build Set - 2013 10 October, Witch polybag	2013	2	13.7 x 13.7 x 1.6
976	LEGO Brand / LEGO Brand Store / Monthly Model	40072-1	Monthly Mini Model Build Set - 2013 12 December, Rocking Horse polybag	2013	?	? x ? x ?
787	Legends of Chima	70112-1	Croc Chomp	2013	30	25.3 x 23 x 3.5
787	Legends of Chima	70007-1	Eglor's Twin Bike	2013	69	26 x 19 x 5.8
787	Legends of Chima	70008-1	Gorzan's Gorilla Striker	2013	123	48 x 28 x 6
787	Legends of Chima	70111-1	Swamp Jump	2013	29.35	25.3 x 23 x 3.5
787	Legends of Chima	70014-1	The Croc Swamp Hideout	2013	267	35 x 37 x 9
787	Legends of Chima	70010-1	The Lion CHI Temple	2013	345	58.3 x 37.2 x 8.2
787	Legends of Chima	70110-1	Tower Target	2013	29.3	25.3 x 23 x 3.5
787	Legends of Chima	70009-1	Worriz's Combat Lair	2013	239	55 x 27.5 x 7.5
390	Holiday & Event / Christmas	10235-1	Winter Village Market	2013	210	48 x 37.5 x 7
759	Ninjago / Rebooted	70723-1	Thunder Raider	2014	68	35.4 x 19.1 x 7
759	Ninjago / Rebooted	70722-1	OverBorg Attack	2014	45	26.2 x 19.1 x 6.1
759	Ninjago / Rebooted	70724-1	NinjaCopter	2014	157	48 x 28.2 x 6.1
759	Ninjago / Rebooted	70725-1	Nindroid MechDragon	2014	208	48 x 37.8 x 7.1
759	Ninjago / Rebooted	70721-1	Kai Fighter	2014	61	26.2 x 19.1 x 6.1
759	Ninjago / Rebooted	70720-1	Hover Hunter	2014	23.1	15.7 x 14 x 4.5
759	Ninjago / Rebooted	70726-1	Destructoid	2014	61	35.4 x 19.1 x 5.9
171	Creator / Basic Model / Creature	40077-1	Geoffrey polybag	2013	5.8	? x ? x ?
746	Collectible Minifigures / Series 11 Minifigures	71002-1	Minifigure, Series 11 (Complete Random Set of 1 Minifigure)	2013	2.7	8.8 x 11.8 x 1.5
169	Sculptures	10234-1	Sydney Opera House	2013	539	58 x 47.5 x 17
629	Architecture	21050-1	Studio	2013	795	36 x 19 x 19
36	Technic / Model / Off-Road	41999-1	4 x 4 Crawler Exclusive Edition	2013	621	48 x 38 x 10
166	Educational & Dacta / Mindstorms / EV3	45544-1	EV3 Core Set	2013	178	42 x 31 x 16
166	Educational & Dacta / Mindstorms / EV3	45560-1	EV3 Expansion Set	2013	?	42 x 31 x 16
817	LEGO Ideas (CUUSOO) / Back to the Future	21103-1	The DeLorean Time Machine	2013	176	26 x 19 x 6
749	Hero Factory	40084-1	Brain Attack polybag	2013	1.75	16 x 16 x 3
169	Sculptures	10241-1	Maersk Line Triple-E	2014	263	58 x 37.5 x 10
65	Star Wars / Star Wars Yoda Chronicles	comcon032-1	JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive	2013	40.5	13.4 x 9.7 x 10.5
789	The Hobbit and the Lord of the Rings / The Hobbit	comcon033-1	Micro Scale Bag End - San Diego Comic-Con 2013 Exclusive	2013	43.6	13.4 x 9.7 x 10.5
801	Minecraft	21106-1	Minecraft Micro World - The Nether	2013	46	12 x 12 x 14
801	Minecraft	21105-1	Minecraft Micro World - The Village	2013	52	12 x 12 x 14
789	The Hobbit and the Lord of the Rings / The Hobbit	79013-1	Lake-town Chase	2013	137	38 x 26 x 6.8
808	Mixels / Mixels Series 1	41500-1	Flain	2014	12.17	13 x 18 x 2
808	Mixels / Mixels Series 1	41504-1	Seismo	2014	10.03	13 x 18 x 2
808	Mixels / Mixels Series 1	41508-1	Volectro	2014	11.75	13 x 18 x 2
764	Master Builder Academy	20216-1	MBA Robot & Micro Designer (Kits 2 - 3 Redesign)	2013	?	? x ? x ?
764	Master Builder Academy	20217-1	MBA Action Designer (Kits 4 - 6 Redesign)	2013	?	? x ? x ?
59	Mindstorms / EV3	45500-1	EV3 Intelligent Brick	2013	?	11.5 x 7.5 x 4.5
59	Mindstorms / EV3	45502-1	EV3 Large Servo Motor	2013	?	12 x 4 x 5
59	Mindstorms / EV3	45503-1	EV3 Medium Servo Motor	2013	?	7 x 3 x 2.5
59	Mindstorms / EV3	45504-1	EV3 Ultrasonic Sensor	2013	?	5.5 x 5 x 3.5
59	Mindstorms / EV3	45505-1	EV3 Gyro Sensor	2013	?	4 x 3.5 x 2.5
59	Mindstorms / EV3	45506-1	EV3 Color Sensor	2013	?	4 x 3.5 x 2.5
59	Mindstorms / EV3	45507-1	EV3 Touch Sensor	2013	?	4.5 x 3.5 x 2.5
59	Mindstorms / EV3	45508-1	EV3 Infrared Beacon	2013	?	6.5 x 4 x 2.5
59	Mindstorms / EV3	45509-1	EV3 Infrared Sensor	2013	?	5.5 x 5 x 3.5
746	Collectible Minifigures / Series 11 Minifigures	col11-1	Barbarian, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-2	Scarecrow, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-3	Pretzel Girl, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-4	Evil Mech, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-5	Island Warrior, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-6	Gingerbread Man, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-7	Holiday Elf, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-8	Yeti, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-9	Mountain Climber, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-10	Welder, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-11	Scientist, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-12	Saxophone Player, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-13	Diner Waitress, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-14	Grandma, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-15	Constable, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
746	Collectible Minifigures / Series 11 Minifigures	col11-16	Lady Robot, Series 11 (Complete Set with Stand and Accessories)	2013	2.7	8.8 x 11.8 x 1.5
65	Star Wars / Star Wars Episode 4/5/6	75034-1	Death Star Troopers	2014	13.95	19.1 x 14.1 x 4.5
65	Star Wars / Star Wars Episode 3	75035-1	Kashyyyk Troopers	2014	15.75	19.1 x 14.1 x 4.5
65	Star Wars / Star Wars Episode 3	75036-1	Utapau Troopers	2014	9.75	19.1 x 14.1 x 4.5
65	Star Wars / Star Wars Episode 3	75037-1	Battle on Saleucami	2014	42.15	25.9 x 13.8 x 4.6
65	Star Wars / Star Wars Microfighters Series 1 / Star Wars Episode 3	75028-1	Clone Turbo Tank	2014	15.95	14 x 12 x 4.5
65	Star Wars / Star Wars Microfighters Series 1 / Star Wars Episode 1	75029-1	AAT	2014	16.3	14 x 12 x 4.5
65	Star Wars / Star Wars Microfighters Series 1 / Star Wars Episode 4/5/6	75030-1	Millennium Falcon	2014	14.2	14 x 12 x 4.5
65	Star Wars / Star Wars Microfighters Series 1 / Star Wars Episode 4/5/6	75031-1	TIE Interceptor	2014	16.4	14 x 12 x 4.5
65	Star Wars / Star Wars Microfighters Series 1 / Star Wars Episode 4/5/6	75032-1	X-Wing Fighter	2014	14.2	14 x 12 x 4.5
65	Star Wars / Star Wars Microfighters Series 1 / Star Wars Episode 4/5/6	75033-1	Star Destroyer	2014	16.3	14 x 12 x 4.5
65	Star Wars / Star Wars Episode 3	75038-1	Jedi Interceptor	2014	57.9	26 x 19 x 6
65	Star Wars / Star Wars Episode 3	75039-1	V-Wing Starfighter	2014	54.5	26 x 18.8 x 4.5
65	Star Wars / Star Wars Episode 3	75040-1	General Grievous' Wheel Bike	2014	48.6	26 x 19 x 4.5
65	Star Wars / Star Wars Episode 3	75041-1	Vulture Droid	2014	45.55	26 x 18.8 x 4.5
65	Star Wars / Star Wars Episode 3	75042-1	Droid Gunship	2014	91.45	38.2 x 25.8 x 7
65	Star Wars / Star Wars Episode 3	75043-1	AT-AP	2014	180	48 x 28.2 x 6.1
65	Star Wars / Star Wars Episode 3	75044-1	Droid Tri-Fighter	2014	46	22 x 26 x 6
65	Star Wars / Star Wars Clone Wars	75045-1	Republic AV-7 Anti-Vehicle Cannon	2014	96.5	28 x 26 x 7.5
65	Star Wars / Star Wars Clone Wars	75046-1	Coruscant Police Gunship	2014	159	38 x 26.5 x 7
710	Modular Buildings	10243-1	Parisian Restaurant	2014	314	58 x 37.5 x 10
768	Super Heroes / Batman II	76013-1	Batman: The Joker Steam Roller	2014	150	38 x 26 x 9
768	Super Heroes / Batman II	76012-1	Batman: The Riddler Chase	2014	94	35 x 19 x 7
768	Super Heroes / Batman II	76011-1	Batman: Man-Bat Attack	2014	54	26 x 19 x 6
768	Super Heroes / Batman II	76010-1	Batman: The Penguin Face off	2014	30	15.5 x 14 x 4.5
545	FIRST LEGO League	9664-1	FIRST LEGO League (FLL) Challenge 2013 - Nature's Fury	2013	?	117 x 17 x 17
171	Creator / Basic Model / Traffic	40079-1	Mini Volkswagen T1 Camper Van (VW Bus) polybag	2013	5.68	20 x 19.3 x 1.5
61	Pirates / Supplemental / Pirates II	850839-1	Classic Pirate Set	2013	4.8	26.5 x 11.5 x 3.5
390	Holiday & Event / Christmas	850851-1	Tree Holiday Bauble	2013	?	? x ? x ?
390	Holiday & Event / Christmas	850852-1	Reindeer Holiday Bauble	2013	?	? x ? x ?
59	Mindstorms / EV3	31313-1	Mindstorms EV3	2013	125	48 x 37.8 x 7.1
390	Holiday & Event / Christmas	850850-1	Santa Holiday Bauble	2013	?	? x ? x ?
390	Holiday & Event / Christmas	850842-1	City Fire Truck Holiday Bauble	2013	?	? x ? x ?
390	Holiday & Event / Christmas	850843-1	Creator T-Rex Holiday Bauble	2013	?	? x ? x ?
390	Holiday & Event / Christmas / Friends	850849-1	Friends Doghouse Holiday Bauble	2013	?	? x ? x ?
390	Holiday & Event / Halloween	40055-1	Pumpkin polybag	2013	?	17 x 16 x 3
447	Office & School Supplies	850425-99	Business Card Holder	2012	5.5	19 x 14 x 4.2
390	Holiday & Event / Christmas	40082-1	Limited Edition 2013 Holiday Set (1 of 2)	2013	21	13.9 x 12 x 5.8
390	Holiday & Event / Christmas	40083-1	Limited Edition 2013 Holiday Set (2 of 2)	2013	19.5	14 x 12 x 6
143	(Other) / Legends of Chima	850777-99	Legends of Chima Accessory Set	2013	5.4	31.43 x 23.81 x 2.22
390	Holiday & Event / Thanksgiving	40056-1	Thanksgiving Feast polybag	2013	3.75	17 x 17 x 2
390	Holiday & Event / Christmas	40058-1	Decorating the Tree polybag	2013	5.8	20 x 16 x 2
390	Holiday & Event / Christmas	40059-1	Santa's Sleigh polybag	2013	?	17 x 17 x 2
629	Architecture	21021-1	Marina Bay Sands	2014	179	26 x 19 x 7
771	Friends	41027-1	Mia's Lemonade Stand	2014	17.95	15.6 x 14.1 x 4.6
789	The Hobbit and the Lord of the Rings / The Hobbit	79011-1	Dol Guldur Ambush	2013	48	26 x 19 x 4.5
789	The Hobbit and the Lord of the Rings / The Hobbit	79012-1	Mirkwood Elf Army	2013	63	35.5 x 19 x 5.8
789	The Hobbit and the Lord of the Rings / The Hobbit	79014-1	Dol Guldur Battle	2013	188	53.6 x 27.8 x 7.4
768	Super Heroes / Iron Man 3	30168-1	Gun Mounting System polybag	2013	1.83	17.3 x 16.8 x 2
976	LEGO Brand / Promotional	lwp07-1	LEGO World Utrecht Puzzle Promo 2013	2013	?	? x ? x ?
787	Legends of Chima	70137-1	Bat Strike	2014	29	28.2 x 24.2 x 5.4
771	Friends	41029-1	Stephanie's New Born Lamb	2014	18.45	15.6 x 14.1 x 4.6
771	Friends	41028-1	Emma's Lifeguard Post	2014	18.35	15.6 x 14.1 x 4.6
171	Creator / Model / Traffic	31017-1	Sunset Speeder	2014	61	18 x 14 x 4.5
171	Creator / Model / Riding Cycle	31018-1	Highway Cruiser	2014	75	19 x 14 x 6
171	Creator / Basic Model / Airport	31013-1	Red Thunder	2014	17	12 x 9 x 6
171	Creator / Basic Model / Construction	31014-1	Power Digger	2014	18	12 x 9 x 6
171	Creator / Basic Model / Train	31015-1	Emerald Express	2014	16	12 x 9 x 6
171	Creator / Model / Creature	31019-1	Forest Animals	2014	98.4	26.2 x 19 x 4.3
171	Creator / Model / Airport	31020-1	Twinblade Adventures	2014	90	20.3 x 19 x 6
171	Creator / Model / Creature	31021-1	Furry Creatures	2014	123.8	26 x 19 x 4.5
171	Creator / Model / Riding Cycle	31022-1	Turbo Quad	2014	118	26 x 19 x 6
171	Creator / Model / Building	31025-1	Mountain Hut	2014	341	38 x 26 x 5.5
36	Technic / Model / Off-Road	42021-1	Snowmobile	2014	72	26 x 14 x 4.6
36	Technic / Model / Airport	42020-1	Twin-rotor Helicopter	2014	58	15.5 x 14 x 5.8
36	Technic / Model / Race	42022-1	Hot Rod	2014	190	35.5 x 19 x 7
36	Technic / Model / Construction	42023-1	Construction Crew	2014	188	48 x 28.3 x 7.3
36	Technic / Model / Traffic	42024-1	Container Truck	2014	336	47.8 x 28 x 9
36	Technic / Model / Race	42027-1	Desert Racer	2014	40	26 x 14 x 6
749	Hero Factory / Heroes	44015-1	EVO Walker	2014	16.82	17 x 23 x 7
749	Hero Factory / Villains	44016-1	JAW Beast vs. STORMER	2014	16.81	17 x 23 x 7
749	Hero Factory / Heroes	44017-1	STORMER Freeze Machine	2014	23.1	19.5 x 28 x 7
749	Hero Factory / Heroes	44018-1	FURNO Jet Machine	2014	23	19.5 x 28 x 7
749	Hero Factory / Heroes	44019-1	ROCKA Stealth Machine	2014	23	19.5 x 28 x 7
749	Hero Factory / Villains	44020-1	FLYER Beast vs. BREEZ	2014	23	19.5 x 28 x 7
749	Hero Factory / Villains	44021-1	SPLITTER Beast vs. FURNO & EVO	2014	38	23.8 x 28 x 8
749	Hero Factory / Heroes	44022-1	EVO XL Machine	2014	59.4	23.8 x 28 x 9
771	Friends	41026-1	Sunshine Harvest	2014	45.5	25.2 x 18.8 x 6.3
771	Friends	41035-1	Heartlake Juice Bar	2014	97	27.2 x 26 x 5
771	Friends	41037-1	Stephanie's Beach House	2014	148	37 x 26 x 6
771	Friends	41039-1	Sunshine Ranch	2014	258	53.7 x 27 x 6.5
771	Friends / Animals Series 4	41041-1	Turtle's Little Paradise	2014	7.85	13 x 18 x 2.5
771	Friends / Animals Series 4	41042-1	Tiger's Beautiful Temple	2014	9.95	13 x 18 x 2.5
771	Friends / Animals Series 4	41043-1	Penguin's Playground	2014	9.95	13 x 18 x 2.5
771	Friends / Animals Series 5	41044-1	Macaw's Fountain	2014	9.75	13 x 18 x 1.5
771	Friends / Animals Series 5	41045-1	Orangutan's Banana Tree	2014	10.25	13 x 18 x 1.5
771	Friends / Animals Series 5	41046-1	Brown Bear's River	2014	10	13 x 18 x 1.5
771	Friends	41056-1	Heartlake News Van	2014	78	34 x 19 x 5.2
36	Technic / Model / Race	42026-1	Black Champion Racer	2014	40	26 x 14 x 4.6
67	Town / City / Traffic	60060-1	Auto Transporter	2014	110	35.2 x 19 x 9
773	Disney Princess	41051-1	Merida's Highland Games	2014	43.05	19 x 19.5 x 6.5
787	Legends of Chima	70127-1	Wolf Legend Beast	2014	19	12 x 14 x 4.5
166	Educational & Dacta / Serious Play	2000410-1	Serious Play Window 2	2007	23	19 x 19 x 6
166	Educational & Dacta / Serious Play	2000413-1	Serious Play Connections Kit 2010	2010	?	? x ? x ?
166	Educational & Dacta / Serious Play	2000415-1	Serious Play Identity and Landscape Kit 2010	2010	?	? x ? x ?
746	Collectible Minifigures / The LEGO Movie	71004-1	Minifigure, The LEGO Movie (Complete Random Set of 1 Minifigure)	2014	2.85	8.8 x 11.8 x 1.5
390	Holiday & Event / Christmas / Creator	30186-1	Christmas Tree polybag	2013	?	17.2 x 19 x 1.2
67	Town / City / Fire	60061-1	Airport Fire Truck	2014	120.5	35.5 x 19 x 9
773	Disney Princess	41055-1	Cinderella's Romantic Castle	2014	309	34.3 x 37.2 x 8.1
773	Disney Princess	41054-1	Rapunzel's Creativity Tower	2014	120	28.2 x 26.2 x 7.6
773	Disney Princess	41053-1	Cinderella's Dream Carriage	2014	57.6	35.4 x 19.1 x 5.9
773	Disney Princess	41052-1	Ariel's Magical Kiss	2014	64.2	35.4 x 19.1 x 5.9
773	Disney Princess	41050-1	Ariel's Amazing Treasures	2014	19	16 x 14 x 4.5
36	Technic / Model / Airport	42025-1	Cargo Plane	2014	456	57.7 x 37.7 x 8.4
976	LEGO Brand / LEGO Facilities	4000009-1	HMV 2013 Production	2013	?	26 x 14 x 4.8
67	Town / City / Recreation	60057-1	Camper Van	2014	85	26 x 19 x 5.8
67	Town / City / Police	60042-1	High Speed Police Chase	2014	56	26.2 x 14 x 5
67	Town / City / Traffic	60054-1	Light Repair Truck	2014	30	15.7 x 14 x 4.3
67	Town / City / Police	60041-1	Crook Pursuit	2014	10	12 x 9 x 5.7
67	Town / City / Race	60053-1	Race Car	2014	30	15.5 x 14 x 6
167	Duplo	10566-1	Creative Picnic	2014	5.8	37.6 x 19 x 14.5
167	Duplo	10573-1	Creative Animals	2014	10.4	26.2 x 19 x 9
789	The Hobbit and the Lord of the Rings / The Hobbit	30216-1	Lake-town Guard polybag	2013	2	16.5 x 13.5 x 2
789	The Hobbit and the Lord of the Rings / The Hobbit	30215-1	Legolas Greenleaf polybag	2014	1.75	12 x 11 x 1.2
768	Super Heroes / Ultimate Spider-Man	30302-1	Spider-Man Glider polybag	2014	3.85	17 x 19 x 1
749	Hero Factory	5000194-1	{Weapon} polybag	2012	?	? x ? x ?
179	Racers / Tiny Turbos	40200-1	{BMW} polybag	2013	?	? x ? x ?
67	Town / City / Police	30228-1	Police ATV polybag	2014	2	17 x 19 x 1.1
67	Town / City / Police	60048-1	Police Dog Unit	2014	79	35.3 x 19.2 x 5.8
67	Town / City / Off-Road	60055-1	Monster Truck	2014	26	15.6 x 14 x 6
67	Town / City / Wrecker	60056-1	Tow Truck	2014	85	26 x 18.9 x 6.8
67	Town / City / Recreation	60058-1	SUV with Watercraft	2014	75	26 x 19 x 6
67	Town / City / Construction	60059-1	Logging Truck	2014	67	26.1 x 19 x 6
787	Legends of Chima	70136-1	Banana Bash	2014	29	28.2 x 24.2 x 5.4
629	Architecture	21019-1	The Eiffel Tower	2013	117	19 x 26 x 6
67	Town / City / Police	60044-1	Mobile Police Unit	2014	168	38.2 x 26.1 x 5.5
67	Town / City / Police	60045-1	Police Patrol	2014	152	38 x 26 x 6.7
771	Friends	41057-1	Heartlake Horse Show	2014	118.5	37 x 26 x 4.5
67	Town / City / Police	60043-1	Prisoner Transporter	2014	68	26 x 19 x 6
67	Town / City / Police	60046-1	Helicopter Surveillance	2014	223	53.5 x 28 x 7.3
67	Town / City / Police	60047-1	Police Station	2014	427	47.6 x 37.7 x 11
67	Town / City / Police	60049-1	Helicopter Transporter	2014	140	38 x 26 x 7
976	LEGO Brand / LEGO Brand Store / Monthly Model	40071-1	Monthly Mini Model Build Set - 2013 11 November, Lawnmower/Tractor polybag	2013	?	? x ? x ?
390	Holiday & Event / Valentine's Day	40085-1	Valentine	2014	19	14 x 12 x 6
167	Duplo / Duplo, Town / Farm	10525-1	Big Farm	2014	29.3	48 x 37.4 x 10.5
390	Holiday & Event / Christmas	4000013-1	A LEGO Christmas Tale	2013	53	26 x 19 x 6
768	Super Heroes / Ultimate Spider-Man	76016-1	Spider-Helicopter Rescue	2014	98.2	38.2 x 26.2 x 5.6
768	Super Heroes / Ultimate Spider-Man	76014-1	Spider-Trike vs. Electro	2014	23	15.7 x 14.1 x 4.5
768	Super Heroes / Ultimate Spider-Man	76015-1	Doc Ock Truck Heist	2014	66	26.2 x 19.1 x 6.1
768	Super Heroes / Avengers Assemble	76017-1	Captain America vs. Hydra	2014	46	26.2 x 19.1 x 6.1
768	Super Heroes / Avengers Assemble	76018-1	Hulk Lab Smash	2014	180.9	38.2 x 26.2 x 7.1
809	Juniors / Police	10675-1	Police – The Big Escape	2014	59	28.2 x 26.2 x 5.9
809	Juniors / Race	10673-1	Race Car Rally	2014	62.5	37 x 17.9 x 18
809	Juniors / Batman II	10672-1	Batman: Defend the Batcave	2014	58	28 x 25.5 x 6
809	Juniors / Recreation	10674-1	Pony Farm	2014	70.8	37 x 18 x 18
809	Juniors / Castle	10668-1	The Princess Play Castle	2014	43	18.9 x 17.9 x 18
809	Juniors / Construction	10667-1	Construction	2014	42	18.9 x 17.9 x 18
809	Juniors / Construction	10666-1	Digger	2014	20	15.6 x 14 x 6
809	Juniors / Ultimate Spider-Man	10665-1	Spider-Man: Spider-Car Pursuit	2014	17	15.7 x 14.1 x 4.5
804	The LEGO Movie	70802-1	Bad Cop's Pursuit	2014	55.2	35.4 x 18.9 x 6.8
804	The LEGO Movie	70800-1	Getaway Glider	2014	16	15.5 x 14 x 4.5
804	The LEGO Movie	70801-1	Melting Room	2014	18.2	15.7 x 13.9 x 6
804	The LEGO Movie	70803-1	Cloud Cuckoo Palace	2014	46	26 x 19 x 4.5
804	The LEGO Movie	70804-1	Ice Cream Machine	2014	130	35 x 19 x 7
804	The LEGO Movie	70805-1	Trash Chomper	2014	146	35 x 19 x 6
804	The LEGO Movie	70806-1	Castle Cavalry	2014	138.5	35 x 19 x 6
804	The LEGO Movie	70807-1	MetalBeard's Duel	2014	73.9	28 x 26 x 6
804	The LEGO Movie	70808-1	Super Cycle Chase	2014	90	38 x 26 x 7
804	The LEGO Movie	70809-1	Lord Business' Evil Lair	2014	186	48 x 28 x 7
804	The LEGO Movie	70811-1	The Flying Flusher	2014	138.9	35 x 19 x 6
804	The LEGO Movie	70812-1	Creative Ambush	2014	98	29 x 26 x 7.5
804	The LEGO Movie	70813-1	Rescue Reinforcements	2014	167	48 x 28 x 7.5
817	LEGO Ideas (CUUSOO)	21104-1	NASA Mars Science Laboratory Curiosity Rover	2014	169	26.1 x 19 x 6
167	Duplo / Duplo, Town / Police	10532-1	My First Police Set	2014	8.6	35.2 x 19 x 11.5
167	Duplo	10567-1	Toddler Build and Boat Fun	2014	3.9	24.5 x 13 x 18
808	Mixels / Mixels Series 1	41501-1	Vulk	2014	12	13 x 18 x 2
808	Mixels / Mixels Series 1	41502-1	Zorch	2014	10.17	13 x 18 x 2
808	Mixels / Mixels Series 1	41503-1	Krader	2014	12.23	13 x 18 x 2
808	Mixels / Mixels Series 1	41505-1	Shuff	2014	9.8	13 x 18 x 2
808	Mixels / Mixels Series 1	41506-1	Teslo	2014	12	13 x 18 x 2
808	Mixels / Mixels Series 1	41507-1	Zaptor	2014	11.8	13 x 18 x 2
787	Legends of Chima	70131-1	Rogon's Rock Flinger	2014	70	22 x 26 x 7.4
787	Legends of Chima	70123-1	Lion Legend Beast	2014	18	12 x 14 x 4.5
787	Legends of Chima	70124-1	Eagle Legend Beast	2014	14	12 x 14 x 4.5
787	Legends of Chima	70125-1	Gorilla Legend Beast	2014	16	12 x 14 x 4.5
787	Legends of Chima	70126-1	Crocodile Legend Beast	2014	18	12 x 14 x 4.5
787	Legends of Chima	70128-1	Braptor's Wing Striker	2014	43	26 x 14 x 4.6
787	Legends of Chima	70129-1	Lavertus' Twin Blade	2014	62	26 x 19 x 4.5
787	Legends of Chima	70130-1	Sparratus' Spider Stalker	2014	66	26 x 19 x 6
787	Legends of Chima	70132-1	Scorm's Scorpion Stinger	2014	145	38 x 26 x 5.5
787	Legends of Chima	70133-1	Spinlyn's Cavern	2014	126	38 x 26 x 5.5
787	Legends of Chima	70134-1	Lavertus' Outland Base	2014	207	48 x 28 x 7.3
787	Legends of Chima	70138-1	Web Dash	2014	27	28.2 x 24.2 x 5.4
787	Legends of Chima	70139-1	Sky Launch	2014	29	28.2 x 24.2 x 5.4
787	Legends of Chima	70140-1	Stinger Duel	2014	16.5	28.2 x 24.2 x 5.4
807	The Simpsons	71006-1	The Simpsons House	2014	430	58 x 48 x 11.9
976	LEGO Brand / LEGO House	4000010-1	LEGO House	2014	94	26 x 14 x 4.8
390	Holiday & Event / Easter	40086-1	Easter	2014	17	13.8 x 11.9 x 5.8
790	Teenage Mutant Ninja Turtles	79115-1	Turtle Van Takedown	2014	83	38 x 26 x 5.5
790	Teenage Mutant Ninja Turtles	79116-1	Big Rig Snow Getaway	2014	192	53.5 x 28 x 7.5
790	Teenage Mutant Ninja Turtles	79117-1	Turtle Lair Invasion	2014	297	48 x 37.5 x 9
790	Teenage Mutant Ninja Turtles	79118-1	Karai Bike Escape	2014	18.7	15.5 x 14 x 6
790	Teenage Mutant Ninja Turtles	79119-1	Mutation Chamber Unleashed	2014	70	26 x 19 x 6
790	Teenage Mutant Ninja Turtles	79120-1	T-Rawket Sky Strike	2014	73	35 x 19 x 5.5
790	Teenage Mutant Ninja Turtles	79121-1	Turtle Sub Undersea Chase	2014	145	48 x 28 x 6
771	Friends	30113-1	Stephanie's Bakery Stand polybag	2013	3.75	? x ? x ?
771	Friends	30112-1	Emma's Flower Stand polybag	2013	3.9	19 x 17.5 x 1
67	Town / City / Police	30227-1	Police Watercraft polybag	2013	2	16.9 x 19 x 2.4
804	The LEGO Movie	70814-1	Emmet's Construct - o - Mech	2014	149	35 x 37.5 x 6.5
804	The LEGO Movie	70815-1	Super Secret Police Dropship	2014	274	53.5 x 28 x 7.5
804	The LEGO Movie	70816-1	Benny's Spaceship, Spaceship, SPACESHIP!	2014	302	48 x 37.5 x 7
