Type	Item No	Item Name	Qty	Color ID	Extra?	Alternate?	Match ID	Counterpart?

P	3068b	Tile 2 x 2 with Groove	6	2	N	N	0	N	
P	2357	Brick 2 x 2 Corner	4	2	N	N	0	N	
P	3660	Slope, Inverted 45 2 x 2	4	2	N	N	0	N	
P	99206	Plate, Modified 2 x 2 x 2/3 with 2 Studs on Side	8	2	N	N	0	N	
P	3622	Brick 1 x 3	9	2	N	N	0	N	
P	6232	Brick, Modified 2 x 2 with Pin and Axle Hole	16	2	N	N	0	N	
P	3021	Plate 2 x 3	67	2	N	N	0	N	
P	6191	Brick, Modified 1 x 4 x 1 1/3 No Studs, Curved Top	3	2	N	N	0	N	
P	30414	Brick, Modified 1 x 4 with 4 Studs on 1 Side	9	2	N	N	0	N	
P	3010	Brick 1 x 4	2	2	N	N	0	N	
P	60477	Slope 18 4 x 1	2	2	N	N	0	N	
P	3009	Brick 1 x 6	5	2	N	N	0	N	
P	3031	Plate 4 x 4	1	2	N	N	0	N	
P	3795	Plate 2 x 6	4	2	N	N	0	N	
P	3460	Plate 1 x 8	57	2	N	N	0	N	
P	3032	Plate 4 x 6	17	2	N	N	0	N	
P	3035	Plate 4 x 8	1	2	N	N	0	N	
P	91988	Plate 2 x 14	4	2	N	N	0	N	
P	4282	Plate 2 x 16	4	2	N	N	0	N	
P	4477	Plate 1 x 10	4	2	N	N	0	N	
P	4274	Technic, Pin 1/2	29	7	N	N	0	N	
P	87087	Brick, Modified 1 x 1 with Stud on 1 Side	2	7	N	N	0	N	
P	3005	Brick 1 x 1	10	7	N	N	0	N	
P	41677	Technic, Liftarm 1 x 2 Thin	8	7	N	N	0	N	
P	43093	Technic, Axle Pin with Friction Ridges Lengthwise	66	7	N	N	0	N	
P	3022	Plate 2 x 2	17	7	N	N	0	N	
P	2420	Plate 2 x 2 Corner	2	7	N	N	0	N	
P	6558	Technic, Pin 3L with Friction Ridges Lengthwise	139	7	N	N	0	N	
P	30000	Brick, Modified 2 x 2 with Pins and Axle Hole	8	7	N	N	0	N	
P	3020	Plate 2 x 4	2	7	N	N	0	N	
P	3709b	Technic, Plate 2 x 4 with 3 Holes	2	7	N	N	0	N	
P	11215	Bracket 5 x 2 x 1 1/3 with 2 Holes	4	7	N	N	0	N	
P	3895	Technic, Brick 1 x 12 with Holes	2	7	N	N	0	N	
P	2445	Plate 2 x 12	2	7	N	N	0	N	
P	3702	Technic, Brick 1 x 8 with Holes	2	5	N	N	0	N	
P	60479	Plate 1 x 12	4	5	N	N	0	N	
P	32524	Technic, Liftarm 1 x 7 Thick	4	5	N	N	0	N	
P	62462	Technic, Pin Connector Round 2L with Slot (Pin Joiner Round)	6	5	N	N	0	N	
P	52107	Brick, Modified 1 x 2 with Studs on 2 Sides	2	5	N	N	0	N	
P	32062	Technic, Axle 2 Notched	11	5	N	N	0	N	
P	4032	Plate, Round 2 x 2 with Axle Hole	2	5	N	N	0	N	
P	32039	Technic, Axle Connector with Axle Hole	8	5	N	N	0	N	
P	11458	Plate, Modified 1 x 2 with Pin Hole on Top	8	5	N	N	0	N	
P	3039	Slope 45 2 x 2	2	5	N	N	0	N	
P	32054	Technic, Pin 3L with Friction Ridges Lengthwise and Stop Bush	20	5	N	N	0	N	
P	32523	Technic, Liftarm 1 x 3 Thick	26	5	N	N	0	N	
P	92593	Plate, Modified 1 x 4 with 2 Studs without Groove	8	5	N	N	0	N	
P	3010	Brick 1 x 4	2	5	N	N	0	N	
P	3001	Brick 2 x 4	4	5	N	N	0	N	
P	3894	Technic, Brick 1 x 6 with Holes	4	5	N	N	0	N	
P	4265c	Technic Bush 1/2 Smooth	4	3	N	N	0	N	
P	4032	Plate, Round 2 x 2 with Axle Hole	2	3	N	N	0	N	
P	6538c	Technic, Axle Connector 2L (Smooth with x Hole + Orientation)	4	3	N	N	0	N	
P	32028	Plate, Modified 1 x 2 with Door Rail	6	3	N	N	0	N	
P	63868	Plate, Modified 1 x 2 with Clip Horizontal on End	9	3	N	N	0	N	
P	3022	Plate 2 x 2	4	3	N	N	0	N	
P	3660	Slope, Inverted 45 2 x 2	1	3	N	N	0	N	
P	4519	Technic, Axle 3	28	3	N	N	0	N	
P	60484	Technic, Liftarm 3 x 3 T-Shape Thick	2	3	N	N	0	N	
P	32449	Technic, Liftarm 1 x 4 Thin	8	3	N	N	0	N	
P	3710	Plate 1 x 4	6	3	N	N	0	N	
P	2429c01	Hinge Plate 1 x 4 Swivel Top / Base	2	3	N	N	0	N	
P	32524	Technic, Liftarm 1 x 7 Thick	1	3	N	N	0	N	
P	3034	Plate 2 x 8	4	3	N	N	0	N	
P	48729b	Bar   1L with Clip Mechanical Claw, Cut Edges and Hole on Side	3	11	N	N	0	N	
P	4599b	Tap 1 x 1 without Hole in Nozzle End	4	11	N	N	0	N	
P	32034	Technic, Axle and Pin Connector Angled #2 - 180 degrees	2	11	N	N	0	N	
P	11253	Minifigure, Footgear Roller Skate	5	11	N	N	0	N	
P	25269	Tile, Round 1 x 1 Quarter	7	11	N	N	0	N	
P	54200	Slope 30 1 x 1 x 2/3	2	11	N	N	0	N	
P	15712	Tile, Modified 1 x 1 with Clip - Rounded Edges	16	11	N	N	0	N	
P	87087	Brick, Modified 1 x 1 with Stud on 1 Side	1	11	N	N	0	N	
P	3024	Plate 1 x 1	2	11	N	N	0	N	
P	95344	Container, Bucket 1 x 1 x 1 Handle / Scooter Stand 	1	11	N	N	0	N	
P	12885	Minifigure, Utensil Paint Roller Brush Handle	2	11	N	N	0	N	
P	60476	Brick, Modified 1 x 1 with Clip Horizontal	2	11	N	N	0	N	
P	44	Technic, Axle and Pin Connector Toggle Joint Smooth	1	11	N	N	0	N	
P	41677	Technic, Liftarm 1 x 2 Thin	2	11	N	N	0	N	
P	60849	Minifigure, Utensil Hose Nozzle Elaborate	1	11	N	N	0	N	
P	85984	Slope 30 1 x 2 x 2/3	6	11	N	N	0	N	
P	52107	Brick, Modified 1 x 2 with Studs on 2 Sides	8	11	N	N	0	N	
P	4032	Plate, Round 2 x 2 with Axle Hole	5	11	N	N	0	N	
P	2654	Plate, Round 2 x 2 with Rounded Bottom (Boat Stud)	5	11	N	N	0	N	
P	2780	Technic, Pin with Friction Ridges Lengthwise WITH Center Slots	269	11	N	N	0	N	
P	32039	Technic, Axle Connector with Axle Hole	6	11	N	N	0	N	
P	45590	Technic, Axle Connector Double Flexible (Rubber)	1	11	N	N	0	N	
P	92280	Plate, Modified 1 x 2 with Clip on Top	1	11	N	N	0	N	
P	61409	Slope 18 2 x 1 x 2/3 with 4 Slots	2	11	N	N	0	N	
P	24201	Slope, Curved 2 x 1 Inverted	17	11	N	N	0	N	
P	11477	Slope, Curved 2 x 1 No Studs	1	11	N	N	0	N	
P	30377	Arm Mechanical, Battle Droid	4	11	N	N	0	N	
P	32530	Technic, Pin Connector Plate 1 x 2 x 1 2/3 with 2 Holes (Double on Top)	2	11	N	N	0	N	
P	2412b	Tile, Modified 1 x 2 Grille with Bottom Groove / Lip	102	11	N	N	0	N	
P	4865b	Panel 1 x 2 x 1 with Rounded Corners	2	11	N	N	0	N	
P	92946	Slope 45 2 x 1 with 2/3 Cutout	7	11	N	N	0	N	
P	3938	Hinge Brick 1 x 2 Top	2	11	N	N	0	N	
P	3069b	Tile 1 x 2 with Groove	3	11	N	N	0	N	
P	3004	Brick 1 x 2	1	11	N	N	0	N	
P	99207	Bracket 1 x 2 - 2 x 2 Inverted	2	11	N	N	0	N	
P	99780	Bracket 1 x 2 - 1 x 2 Inverted	6	11	N	N	0	N	
P	60470b	Plate, Modified 1 x 2 with Clips Horizontal (thick open O clips)	6	11	N	N	0	N	
P	15461	Technic, Pin Connector 3L with 2 Pins and Center Hole	43	11	N	N	0	N	
P	2540	Plate, Modified 1 x 2 with Handle on Side - Free Ends	1	11	N	N	0	N	
P	63868	Plate, Modified 1 x 2 with Clip Horizontal on End	2	11	N	N	0	N	
P	87994	Bar   3L (Bar Arrow)	1	11	N	N	0	N	
P	30364	Hinge Brick 1 x 2 Locking with 1 Finger Vertical End	12	11	N	N	0	N	
P	3022	Plate 2 x 2	8	11	N	N	0	N	
P	3003	Brick 2 x 2	3	11	N	N	0	N	
P	2420	Plate 2 x 2 Corner	2	11	N	N	0	N	
P	6134	Hinge Brick 2 x 2 Top	6	11	N	N	0	N	
P	20105	Minifigure, Weapon Crossbow with Mini Blaster / Shooter	1	11	N	N	0	N	
P	92738	Minifigure, Weapon Gun, Blaster Small (SW)	2	11	N	N	0	N	
P	58247	Minifigure, Weapon Gun, Blaster Short (SW)	1	11	N	N	0	N	
P	33909	Tile, Modified 2 x 2 with Studs on Edge	1	11	N	N	0	N	
P	3680	Turntable 2 x 2 Plate, Base	1	11	N	N	0	N	
P	3039	Slope 45 2 x 2	2	11	N	N	0	N	
P	18651	Technic, Axle Pin 3L with Friction Ridges Lengthwise and 2L Axle	21	11	N	N	0	N	
P	44302	Hinge Plate 1 x 2 Locking with 2 Fingers on End (Undetermined Type)	1	11	N	N	0	N	
P	32054	Technic, Pin 3L with Friction Ridges Lengthwise and Stop Bush	1	11	N	N	0	N	
P	32523	Technic, Liftarm 1 x 3 Thick	4	11	N	N	0	N	
P	3623	Plate 1 x 3	11	11	N	N	0	N	
P	4286	Slope 33 3 x 1	3	11	N	N	0	N	
P	3705	Technic, Axle 4	4	11	N	N	0	N	
P	32140	Technic, Liftarm 2 x 4 L-Shape Thick	20	11	N	N	0	N	
P	30414	Brick, Modified 1 x 4 with 4 Studs on 1 Side	6	11	N	N	0	N	
P	3743	Technic, Gear Rack 1 x 4	1	11	N	N	0	N	
P	3010	Brick 1 x 4	1	11	N	N	0	N	
P	60581	Panel 1 x 4 x 3 with Side Supports - Hollow Studs	2	11	N	N	0	N	
P	3037	Slope 45 2 x 4	1	11	N	N	0	N	
P	87081	Brick, Round 4 x 4 with Hole	1	11	N	N	0	N	
P	32124	Technic, Plate 1 x 5 with Smooth Ends, 4 Studs and Center Axle Hole	1	11	N	N	0	N	
P	87079	Tile 2 x 4	1	11	N	N	0	N	
P	3001	Brick 2 x 4	3	11	N	N	0	N	
P	2926	Plate, Modified 1 x 4 with Wheels Holder	2	11	N	N	0	N	
P	3706	Technic, Axle 6	8	11	N	N	0	N	
P	3894	Technic, Brick 1 x 6 with Holes	4	11	N	N	0	N	
P	2456	Brick 2 x 6	1	11	N	N	0	N	
P	32001	Technic, Plate 2 x 6 with 5 Holes	14	11	N	N	0	N	
P	32555	Technic, Brick 5 x 5 Right Angle (1 x 4 - 1 x 4)	34	11	N	N	0	N	
P	40344	Technic, Brick 4 x 6 Open Center	12	11	N	N	0	N	
P	40345	Technic, Brick 6 x 8 Open Center	8	11	N	N	0	N	
P	3035	Plate 4 x 8	2	11	N	N	0	N	
P	3832	Plate 2 x 10	1	11	N	N	0	N	
P	3708	Technic, Axle 12	7	11	N	N	0	N	
P	60479	Plate 1 x 12	1	11	N	N	0	N	
P	2445	Plate 2 x 12	6	11	N	N	0	N	
P	32018	Technic, Brick 1 x 14 with Holes	14	11	N	N	0	N	
P	3029	Plate 4 x 12	2	11	N	N	0	N	
P	91988	Plate 2 x 14	1	11	N	N	0	N	
P	4282	Plate 2 x 16	4	11	N	N	0	N	
P	90498	Tile 8 x 16 with Bottom Tubes	1	11	N	N	0	N	
P	98585	Hero Factory Weapon Barrel with 2 Pin Holes and 3 Axle Holes	1	15	N	N	0	N	
P	3027	Plate 6 x 16	4	69	N	N	0	N	
P	3070b	Tile 1 x 1 with Groove (3070)	38	69	N	N	0	N	
P	3024	Plate 1 x 1	14	69	N	N	0	N	
P	43723	Wedge, Plate 3 x 2 Left	1	69	N	N	0	N	
P	15573	Plate, Modified 1 x 2 with 1 Stud with Groove and Bottom Stud Holder (Jumper)	32	69	N	N	0	N	
P	4865b	Panel 1 x 2 x 1 with Rounded Corners	10	69	N	N	0	N	
P	3069b	Tile 1 x 2 with Groove	1	69	N	N	0	N	
P	3023	Plate 1 x 2	243	69	N	N	0	N	
P	3004	Brick 1 x 2	10	69	N	N	0	N	
P	32028	Plate, Modified 1 x 2 with Door Rail	1	69	N	N	0	N	
P	50304	Wedge, Plate 8 x 3 Right	2	69	N	N	0	N	
P	50305	Wedge, Plate 8 x 3 Left	3	69	N	N	0	N	
P	87580	Plate, Modified 2 x 2 with Groove and 1 Stud in Center (Jumper)	1	69	N	N	0	N	
P	2476	Plate, Modified 2 x 2 with Pin on Bottom	22	69	N	N	0	N	
P	6587	Technic, Axle 3 with Stud	1	69	N	N	0	N	
P	63864	Tile 1 x 3	2	69	N	N	0	N	
P	51739	Wedge, Plate 2 x 4	3	69	N	N	0	N	
P	3021	Plate 2 x 3	26	69	N	N	0	N	
P	3710	Plate 1 x 4	35	69	N	N	0	N	
P	92593	Plate, Modified 1 x 4 with 2 Studs without Groove	1	69	N	N	0	N	
P	3020	Plate 2 x 4	14	69	N	N	0	N	
P	6636	Tile 1 x 6	10	69	N	N	0	N	
P	2639	Plate 4 x 4 Corner	10	69	N	N	0	N	
P	3795	Plate 2 x 6	5	69	N	N	0	N	
P	92099	Plate, Modified 4 x 6 with Trap Door Hinge (Long Pins)	2	69	N	N	0	N	
P	3034	Plate 2 x 8	3	69	N	N	0	N	
P	3832	Plate 2 x 10	8	6	N	N	0	N	
P	60483	Technic, Liftarm 1 x 2 Thick with Pin Hole and Axle Hole	6	156	N	N	0	N	
P	63864	Tile 1 x 3	4	155	N	N	0	N	
P	3068b	Tile 2 x 2 with Groove	2	63	N	N	0	N	
P	18671	Bracket 3 x 2 x 1 1/3	5	63	N	N	0	N	
P	15712	Tile, Modified 1 x 1 with Clip - Rounded Edges	4	59	N	N	0	N	
P	3070b	Tile 1 x 1 with Groove (3070)	3	59	N	N	0	N	
P	41770	Wedge, Plate 4 x 2 Left	1	59	N	N	0	N	
P	41769	Wedge, Plate 4 x 2 Right	2	59	N	N	0	N	
P	3069b	Tile 1 x 2 with Groove	7	59	N	N	0	N	
P	3023	Plate 1 x 2	14	59	N	N	0	N	
P	3665	Slope, Inverted 45 2 x 1	4	59	N	N	0	N	
P	3004	Brick 1 x 2	4	59	N	N	0	N	
P	11477	Slope, Curved 2 x 1 No Studs	2	59	N	N	0	N	
P	2420	Plate 2 x 2 Corner	4	59	N	N	0	N	
P	3068b	Tile 2 x 2 with Groove	4	59	N	N	0	N	
P	3623	Plate 1 x 3	10	59	N	N	0	N	
P	63864	Tile 1 x 3	1	59	N	N	0	N	
P	4286	Slope 33 3 x 1	4	59	N	N	0	N	
P	32064	Technic, Brick 1 x 2 with Axle Hole	4	59	N	N	0	N	
P	51739	Wedge, Plate 2 x 4	4	59	N	N	0	N	
P	2431	Tile 1 x 4	6	59	N	N	0	N	
P	3710	Plate 1 x 4	1	59	N	N	0	N	
P	61678	Slope, Curved 4 x 1 No Studs	4	59	N	N	0	N	
P	2450	Wedge, Plate 3 x 3 Cut Corner	1	59	N	N	0	N	
P	3020	Plate 2 x 4	33	59	N	N	0	N	
P	3666	Plate 1 x 6	29	59	N	N	0	N	
P	6179	Tile, Modified 4 x 4 with Studs on Edge	1	59	N	N	0	N	
P	30503	Wedge, Plate 4 x 4 Cut Corner	1	59	N	N	0	N	
P	98138	Tile, Round 1 x 1	2	17	N	N	0	N	
P	4073	Plate, Round 1 x 1 Straight Side	3	17	N	N	0	N	
P	4073	Plate, Round 1 x 1 Straight Side	2	20	N	N	0	N	
P	3024	Plate 1 x 1	2	20	N	N	0	N	
P	3003	Brick 2 x 2	1	42	N	N	0	N	
P	20482	Tile, Round 1 x 1 with Bar and Pin Holder	1	88	N	N	0	N	
P	15712	Tile, Modified 1 x 1 with Clip - Rounded Edges	2	88	N	N	0	N	
P	13564	Cattle Horn - Long	1	88	N	N	0	N	
P	3022	Plate 2 x 2	23	88	N	N	0	N	
P	4287	Slope, Inverted 33 3 x 1	1	88	N	N	0	N	
P	3701	Technic, Brick 1 x 4 with Holes	23	88	N	N	0	N	
P	3460	Plate 1 x 8	8	88	N	N	0	N	
P	3832	Plate 2 x 10	10	88	N	N	0	N	
P	2445	Plate 2 x 12	1	88	N	N	0	N	
P	64567	Minifigure, Weapon Lightsaber Hilt Straight	1	86	N	N	0	N	
P	23443	Bar Holder with Handle	8	86	N	N	0	N	
P	92690	Bar   1L with Top Stud and 2 Side Studs	1	86	N	N	0	N	
P	85861	Plate, Round 1 x 1 with Open Stud	26	86	N	N	0	N	
P	98138	Tile, Round 1 x 1	30	86	N	N	0	N	
P	4265c	Technic Bush 1/2 Smooth	50	86	N	N	0	N	
P	24246	Tile, Modified 1 x 1 Half Circle Extended (Stadium)	6	86	N	N	0	N	
P	4599b	Tap 1 x 1 without Hole in Nozzle End	29	86	N	N	0	N	
P	4274	Technic, Pin 1/2	30	86	N	N	0	N	
P	87087	Brick, Modified 1 x 1 with Stud on 1 Side	2	86	N	N	0	N	
P	20952pb02	Brick, Round 1 1/2 x 1 1/2 x 2/3 Dome Top with Porg Head Pattern	2	86	N	N	0	N	
P	3024	Plate 1 x 1	15	86	N	N	0	N	
P	15712	Tile, Modified 1 x 1 with Clip - Rounded Edges	15	86	N	N	0	N	
P	54200	Slope 30 1 x 1 x 2/3	46	86	N	N	0	N	
P	3005	Brick 1 x 1	4	86	N	N	0	N	
P	6231	Panel 1 x 1 x 1 Corner	5	86	N	N	0	N	
P	3070b	Tile 1 x 1 with Groove (3070)	53	86	N	N	0	N	
P	86208	Minifigure, Utensil Space Gun / Torch - Without Grooves	1	86	N	N	0	N	
P	2921	Brick, Modified 1 x 1 with Handle	4	86	N	N	0	N	
P	32187	Technic Driving Ring Extension	2	86	N	N	0	N	
P	30162	Minifigure, Utensil Binoculars Town	27	86	N	N	0	N	
P	4697b	Pneumatic T Piece Second Version (T Bar with Ball in Center)	6	86	N	N	0	N	
P	61252	Plate, Modified 1 x 1 with Clip Horizontal (thick open O clip)	1	86	N	N	0	N	
P	x164	Minifigure, Headgear Helmet SW Rebel Pilot, Plain	1	86	N	N	0	N	
P	30553	Hinge Cylinder 1 x 2 Locking with 2 Fingers and Axle Hole on Ends	5	86	N	N	0	N	
P	60476	Brick, Modified 1 x 1 with Clip Horizontal	4	86	N	N	0	N	
P	4085d	Plate, Modified 1 x 1 with Clip Vertical - Type 4 (thick open O clip)	16	86	N	N	0	N	
P	30241b	Brick, Modified 1 x 1 with Clip Vertical (open O clip) - Hollow Stud	8	86	N	N	0	N	
P	41769	Wedge, Plate 4 x 2 Right	22	86	N	N	0	N	
P	43722	Wedge, Plate 3 x 2 Right	31	86	N	N	0	N	
P	43723	Wedge, Plate 3 x 2 Left	38	86	N	N	0	N	
P	41770	Wedge, Plate 4 x 2 Left	16	86	N	N	0	N	
P	60849	Minifigure, Utensil Hose Nozzle Elaborate	24	86	N	N	0	N	
P	62462	Technic, Pin Connector Round 2L with Slot (Pin Joiner Round)	35	86	N	N	0	N	
P	85984	Slope 30 1 x 2 x 2/3	20	86	N	N	0	N	
P	4032	Plate, Round 2 x 2 with Axle Hole	4	86	N	N	0	N	
P	52107	Brick, Modified 1 x 2 with Studs on 2 Sides	6	86	N	N	0	N	
P	14769	Tile, Round 2 x 2 with Bottom Stud Holder	2	86	N	N	0	N	
P	14769pb003	Tile, Round 2 x 2 with Bottom Stud Holder with Grille Fine Mesh Pattern	3	86	N	N	0	N	
P	15535	Tile, Round 2 x 2 with Hole	2	86	N	N	0	N	
P	17485	Brick, Round 2 x 2 with Pin Holes	2	86	N	N	0	N	
P	92947	Brick, Round 2 x 2 with Flutes (Grille) and Axle Hole	34	86	N	N	0	N	
P	30663	Vehicle, Steering Wheel Small, 2 Studs Diameter	3	86	N	N	0	N	
P	4740	Dish 2 x 2 Inverted (Radar)	4	86	N	N	0	N	
P	553c	Brick, Round 2 x 2 Dome Top - Hollow Stud with Bottom Axle Holder x Shape + Orientation	8	86	N	N	0	N	
P	3941	Brick, Round 2 x 2 with Axle Hole	5	86	N	N	0	N	
P	3679	Turntable 2 x 2 Plate, Top	1	86	N	N	0	N	
P	3673	Technic, Pin without Friction Ridges Lengthwise	2	86	N	N	0	N	
P	22961	Technic, Axle and Pin Connector Hub with 1 Axle	5	86	N	N	0	N	
P	32039	Technic, Axle Connector with Axle Hole	6	86	N	N	0	N	
P	2877	Brick, Modified 1 x 2 with Grille (Flutes)	26	86	N	N	0	N	
P	32014	Technic, Axle and Pin Connector Angled #6 - 90 degrees	10	86	N	N	0	N	
P	30383	Hinge Plate 1 x 2 Locking with 1 Finger On Top	16	86	N	N	0	N	
P	60471	Hinge Plate 1 x 2 Locking with 2 Fingers on Side	4	86	N	N	0	N	
P	87552	Panel 1 x 2 x 2 with Side Supports - Hollow Studs	1	86	N	N	0	N	
P	15573	Plate, Modified 1 x 2 with 1 Stud with Groove and Bottom Stud Holder (Jumper)	22	86	N	N	0	N	
P	60481	Slope 65 2 x 1 x 2	16	86	N	N	0	N	
P	11476	Plate, Modified 1 x 2 with Clip Horizontal on Side	4	86	N	N	0	N	
P	99563	Minifigure, Utensil Ingot / Bar	70	86	N	N	0	N	
P	24201	Slope, Curved 2 x 1 Inverted	9	86	N	N	0	N	
P	11211	Brick, Modified 1 x 2 with Studs on 1 Side	16	86	N	N	0	N	
P	4865b	Panel 1 x 2 x 1 with Rounded Corners	10	86	N	N	0	N	
P	3023	Plate 1 x 2	73	86	N	N	0	N	
P	3665	Slope, Inverted 45 2 x 1	4	86	N	N	0	N	
P	3700	Technic, Brick 1 x 2 with Hole	16	86	N	N	0	N	
P	92280	Plate, Modified 1 x 2 with Clip on Top	18	86	N	N	0	N	
P	3069b	Tile 1 x 2 with Groove	69	86	N	N	0	N	
P	3938	Hinge Brick 1 x 2 Top	2	86	N	N	0	N	
P	3069bps1	Tile 1 x 2 with SW Computer Pattern	4	86	N	N	0	N	
P	92946	Slope 45 2 x 1 with 2/3 Cutout	12	86	N	N	0	N	
P	61409	Slope 18 2 x 1 x 2/3 with 4 Slots	36	86	N	N	0	N	
P	32000	Technic, Brick 1 x 2 with Holes	4	86	N	N	0	N	
P	11477	Slope, Curved 2 x 1 No Studs	16	86	N	N	0	N	
P	2412b	Tile, Modified 1 x 2 Grille with Bottom Groove / Lip	20	86	N	N	0	N	
P	2432	Tile, Modified 1 x 2 with Handle	2	86	N	N	0	N	
P	30377	Arm Mechanical, Battle Droid	10	86	N	N	0	N	
P	4216	Brick, Modified 1 x 2 with Groove	8	86	N	N	0	N	
P	18677	Plate, Modified 1 x 2 with Pin Hole on Bottom	33	86	N	N	0	N	
P	88072	Plate, Modified 1 x 2 with Arm Up (Horizontal Arm Length 5mm)	8	86	N	N	0	N	
P	22885	Brick, Modified 1 x 2 x 1 2/3 with Studs on 1 Side	18	86	N	N	0	N	
P	4460b	Slope 75 2 x 1 x 3 - Hollow Stud	4	86	N	N	0	N	
P	3040	Slope 45 2 x 1	24	86	N	N	0	N	
P	87544	Panel 1 x 2 x 3 with Side Supports - Hollow Studs	4	86	N	N	0	N	
P	64644	Minifigure, Utensil Telescope	9	86	N	N	0	N	
P	44728	Bracket 1 x 2 - 2 x 2	5	86	N	N	0	N	
P	99207	Bracket 1 x 2 - 2 x 2 Inverted	13	86	N	N	0	N	
P	99781	Bracket 1 x 2 - 1 x 2	2	86	N	N	0	N	
P	13971	Wheel 18mm D. x  8mm with Fake Bolts and Deep Spokes with Inner Ring	5	86	N	N	0	N	
P	60470b	Plate, Modified 1 x 2 with Clips Horizontal (thick open O clips)	5	86	N	N	0	N	
P	4735	Bar 1 x 3 with Clip and Stud Receptacle (Robot Arm)	13	86	N	N	0	N	
P	32028	Plate, Modified 1 x 2 with Door Rail	33	86	N	N	0	N	
P	30031	Minifigure, Utensil Handlebars	4	86	N	N	0	N	
P	30554b	Hinge Cylinder 1 x 3 Locking with 1 Finger and 2 Fingers on Ends, with Hole	14	86	N	N	0	N	
P	2958	Technic, Disk 3 x 3	2	86	N	N	0	N	
P	87994	Bar   3L (Bar Arrow)	58	86	N	N	0	N	
P	44301	Hinge Plate 1 x 2 Locking with 1 Finger On End (undetermined type)	8	86	N	N	0	N	
P	54383	Wedge, Plate 6 x 3 Right	40	86	N	N	0	N	
P	54384	Wedge, Plate 6 x 3 Left	40	86	N	N	0	N	
P	50304	Wedge, Plate 8 x 3 Right	1	86	N	N	0	N	
P	47397	Wedge, Plate 12 x 3 Left	2	86	N	N	0	N	
P	47398	Wedge, Plate 12 x 3 Right	2	86	N	N	0	N	
P	50305	Wedge, Plate 8 x 3 Left	1	86	N	N	0	N	
P	87580	Plate, Modified 2 x 2 with Groove and 1 Stud in Center (Jumper)	12	86	N	N	0	N	
P	2817	Plate, Modified 2 x 2 with Pin Holes	2	86	N	N	0	N	
P	11203	Tile, Modified 2 x 2 Inverted	10	86	N	N	0	N	
