,SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy,Owned,Wanted,QtyOwned,Rating
0,2387,497,1,Space,Classic,1979,Galaxy Explorer,4.0,338.0,,32.0,,,https://images.brickset.com/sets/images/497-1.jpg,1655,1055,No,No,0.0,
1,7858,1072,1,Dacta,,1979,Supplementary LEGO Set,,304.0,,16.3,,,https://images.brickset.com/sets/images/1072-1.jpg,9,30,No,No,0.0,
2,7866,1083,2,Dacta,,1979,50 x 50 LEGO Gray Baseplate,,1.0,,10.0,,,59,35,No,No,0,,
3,7871,1091,1,Dacta,,1979,Lego Educational Storage Cloth,,1.0,,10.0,,,https://images.brickset.com/sets/images/1091-1.jpg,30,42,No,No,0.0,
4,2190,454,1,Space,Classic,1979,Two Lunar Landing Plates,,2.0,,5.0,,,https://images.brickset.com/sets/images/454-1.jpg,991,382,No,No,0.0,
5,7521,11,2,Town,Accessories,1979,Town Minifigures,3.0,3.0,,4.49,,,https://images.brickset.com/sets/images/0011-2.jpg,32,203,No,No,0.0,
6,1511,341,2,Fabuland,,1979,Catherine Cat's House and Mortimer Mouse,2.0,123.0,,3.0,,,https://images.brickset.com/sets/images/341-2.jpg,148,80,No,No,0.0,
7,7522,12,1,Space,,1979,Space minifigures,2.0,4.0,,,,,https://images.brickset.com/sets/images/0012-1.jpg,81,309,No,No,0.0,
8,7523,13,1,Space,,1979,Space minifigures,2.0,4.0,,,,,https://images.brickset.com/sets/images/0013-1.jpg,69,300,No,No,0.0,
9,7524,14,1,Space,,1979,Space minifigures,2.0,4.0,,,,,https://images.brickset.com/sets/images/0014-1.jpg,73,307,No,No,0.0,
10,7563,15,1,Space,,1979,Space Mini-Figures,3.0,18.0,,,,,https://images.brickset.com/sets/images/0015-1.jpg,86,340,No,No,0.0,
11,7525,16,1,Castle,,1979,Castle Minifigures,3.0,6.0,,,,,https://images.brickset.com/sets/images/0016-1.jpg,152,378,No,No,0.0,
12,1119,28,1,Duplo,,1979,Nursery Furniture,2.0,2.0,,,,,https://images.brickset.com/sets/images/028-1.jpg,28,22,No,No,0.0,
13,1382,32,1,Duplo,,1979,Living Room Furniture,3.0,14.0,,,,,https://images.brickset.com/sets/images/032-1.jpg,38,18,No,No,0.0,
14,7143,33,1,Duplo,,1979,Farm Animals,1.0,21.0,,,,,https://images.brickset.com/sets/images/033-1.jpg,77,23,No,No,0.0,
15,1946,41,2,Duplo,,1979,Play-Box,,4.0,,,,,8,17,No,No,0,,
16,2159,45,1,Duplo,,1979,Farm,5.0,65.0,,,,,https://images.brickset.com/sets/images/045-1.jpg,45,20,No,No,0.0,
17,3789,71,1,Duplo,,1979,Block Box,,24.0,,,,,4,16,No,No,0,,
18,194,121,1,Fabuland,,1979,Roadster,1.0,22.0,,,,,https://images.brickset.com/sets/images/121-1.jpg,158,63,No,No,0.0,
19,229,128,1,Fabuland,,1979,Taxi Station,1.0,33.0,,,,,https://images.brickset.com/sets/images/128-1.jpg,125,69,No,No,0.0,
20,250,132,1,Fabuland,,1979,Cottage,2.0,113.0,,,,,https://images.brickset.com/sets/images/132-1.jpg,108,80,No,No,0.0,
21,251,134,2,Fabuland,,1979,Service Station,2.0,59.0,,,,,https://images.brickset.com/sets/images/134-2.jpg,92,68,No,No,0.0,
22,266,137,1,Fabuland,,1979,Hospital,3.0,106.0,,,,,https://images.brickset.com/sets/images/137-1.jpg,82,79,No,No,0.0,
23,285,140,1,Fabuland,,1979,Town Hall,3.0,134.0,,,,,https://images.brickset.com/sets/images/140-1.jpg,65,83,No,No,0.0,
24,964,261,1,Homemaker,,1979,Bathroom,1.0,164.0,,,,,https://images.brickset.com/sets/images/261-1.jpg,98,89,No,No,0.0,
25,1030,268,1,Homemaker,,1979,Family Room,2.0,244.0,,,,,https://images.brickset.com/sets/images/268-1.jpg,122,93,No,No,0.0,
26,1038,269,1,Homemaker,,1979,Kitchen,1.0,212.0,,,,,https://images.brickset.com/sets/images/269-1.jpg,191,100,No,No,0.0,
27,1273,305,1,Space,Classic,1979,Two Crater Plates,,2.0,,,,,https://images.brickset.com/sets/images/305-1.jpg,2243,556,No,No,0.0,
28,1284,306,1,Space,Classic,1979,Two Lunar Landing Plates,,2.0,,,,,https://images.brickset.com/sets/images/306-1.jpg,1384,458,No,No,0.0,
29,1300,308,1,Scala,Jewellery,1979,Bracelet,,38.0,,,,,https://images.brickset.com/sets/images/308-1.jpg,43,31,No,No,0.0,
30,1309,309,1,Scala,Jewellery,1979,Bracelet,,38.0,,,,,https://images.brickset.com/sets/images/309-1.jpg,47,37,No,No,0.0,
31,1316,310,2,Scala,Jewellery,1979,Pendant,,29.0,,,,,https://images.brickset.com/sets/images/310-2.jpg,57,26,No,No,0.0,
32,1328,311,2,Scala,Jewellery,1979,Pendant,,29.0,,,,,https://images.brickset.com/sets/images/311-2.jpg,43,30,No,No,0.0,
33,1337,312,2,Scala,Jewellery,1979,Bracelet and Pendant,,1.0,,,,,https://images.brickset.com/sets/images/312-2.jpg,31,29,No,No,0.0,
34,1344,313,2,Scala,Jewellery,1979,Bracelet and Pendant,,137.0,,,,,https://images.brickset.com/sets/images/313-2.jpg,31,33,No,No,0.0,
35,1406,324,1,Fabuland,,1979,Ricky Racoon on his Scooter,1.0,2.0,,,,,https://images.brickset.com/sets/images/324-1.jpg,581,82,No,No,0.0,
36,1414,325,2,Fabuland,,1979,Percy Pig with his Barrow,1.0,3.0,,,,,https://images.brickset.com/sets/images/325-2.jpg,390,72,No,No,0.0,
37,1431,328,1,Fabuland,,1979,Michael Mouse and his New Car,1.0,22.0,,,,,https://images.brickset.com/sets/images/328-1.jpg,287,72,No,No,0.0,
38,1439,329,2,Fabuland,,1979,Bernard Bear and his Delivery Lorry,1.0,109.0,,,,,https://images.brickset.com/sets/images/329-2.jpg,224,80,No,No,0.0,
39,7332,338,2,Fabuland,,1979,Blondi the Pig and Taxi Station,1.0,37.0,,,,,https://images.brickset.com/sets/images/338-2.jpg,162,71,No,No,0.0,
40,1537,344,2,Fabuland,,1979,Service Station with Billy Goat and Mike Monkey,2.0,80.0,,,,,https://images.brickset.com/sets/images/344-2.jpg,102,78,No,No,0.0,
41,1567,347,3,Fabuland,,1979,Hospital - Lucy Lamb and Charlie Cat Visit Dr. Dog,3.0,205.0,,,,,https://images.brickset.com/sets/images/347-3.jpg,98,81,No,No,0.0,
42,1598,350,3,Fabuland,,1979,Town Hall,3.0,122.0,,,,,https://images.brickset.com/sets/images/350-3.jpg,93,75,No,No,0.0,
43,1676,361,2,Town,Classic,1979,Garage,1.0,79.0,,,,,https://images.brickset.com/sets/images/361-2.jpg,1352,518,No,No,0.0,
44,1817,379,1,Town,Classic,1979,Bus Station,4.0,172.0,,,,,https://images.brickset.com/sets/images/379-1.jpg,1180,526,No,No,0.0,
45,1835,381,2,Town,Classic,1979,Police Headquarters,4.0,372.0,,,,,https://images.brickset.com/sets/images/381-2.jpg,1220,413,No,No,0.0,
46,1836,383,2,Castle,Classic,1979,Knight's Joust,6.0,102.0,,,,,https://images.brickset.com/sets/images/383-2.jpg,671,583,No,No,0.0,
47,2104,442,1,Space,Classic,1979,Space Shuttle,1.0,39.0,,,,,https://images.brickset.com/sets/images/442-1.jpg,1892,613,No,No,0.0,
48,2176,452,1,Space,Classic,1979,Mobile Ground Tracking Station,1.0,76.0,,,,,https://images.brickset.com/sets/images/452-1.jpg,1402,692,No,No,0.0,
49,2180,453,1,Space,Classic,1979,Two Crater Plates,,2.0,,,,,https://images.brickset.com/sets/images/453-1.jpg,642,404,No,No,0.0,
50,2752,540,2,Town,Classic,1979,Police Units,1.0,49.0,,,,,https://images.brickset.com/sets/images/540-2.jpg,518,204,No,No,0.0,
51,2763,542,1,Town,Classic,1979,Street Crew,2.0,45.0,,,,,https://images.brickset.com/sets/images/542-1.jpg,561,298,No,No,0.0,
52,2796,551,1,Town,Accessories,1979,"Road Plates, Junction",,2.0,,,,,https://images.brickset.com/sets/images/551-1.jpg,348,150,No,No,0.0,
53,2798,552,1,Town,Accessories,1979,"Road Plates, Curved",,2.0,,,,,https://images.brickset.com/sets/images/552-1.jpg,318,136,No,No,0.0,
54,2800,553,1,Town,Accessories,1979,"Road Plates, Straight",,2.0,,,,,https://images.brickset.com/sets/images/553-1.jpg,306,138,No,No,0.0,
55,2802,554,1,Town,Classic,1979,Exxon Fuel Tanker,1.0,79.0,,,,,https://images.brickset.com/sets/images/554-1.jpg,462,297,No,No,0.0,
56,2809,556,1,Town,Classic,1979,Emergency Van,1.0,70.0,,,,,https://images.brickset.com/sets/images/556-1.jpg,290,191,No,No,0.0,
57,2814,558,1,Town,Classic,1979,Road Crane,1.0,55.0,,,,,https://images.brickset.com/sets/images/558-1.jpg,234,180,No,No,0.0,
58,2821,560,1,Town,Classic,1979,Town House,2.0,221.0,,,,,https://images.brickset.com/sets/images/560-1.jpg,347,374,No,No,0.0,
59,2920,588,1,Town,Classic,1979,Police Headquarters,4.0,372.0,,,,,https://images.brickset.com/sets/images/588-1.jpg,497,244,No,No,0.0,
60,6031,607,1,Town,Classic,1979,Mini Loader,1.0,23.0,,,,,https://images.brickset.com/sets/images/607-1.jpg,1255,217,No,No,0.0,
61,3042,608,2,Town,Classic,1979,Taxi,1.0,25.0,,,,,https://images.brickset.com/sets/images/608-2.jpg,1209,187,No,No,0.0,
62,3303,645,1,Town,Classic,1979,Police Helicopter,1.0,57.0,,,,,https://images.brickset.com/sets/images/645-1.jpg,1120,248,No,No,0.0,
63,3314,646,1,Town,Classic,1979,Auto Service,1.0,43.0,,,,,https://images.brickset.com/sets/images/646-1.jpg,939,285,No,No,0.0,
64,3591,675,1,Town,Classic,1979,Snack Bar,2.0,64.0,,,,,https://images.brickset.com/sets/images/675-1.jpg,1990,654,No,No,0.0,
65,3601,677,1,Castle,Classic,1979,Knight's Procession,6.0,48.0,,,,,https://images.brickset.com/sets/images/677-1.jpg,906,514,No,No,0.0,
66,4361,856,1,Technic,,1979,Bulldozer,,372.0,,,,,https://images.brickset.com/sets/images/856-1.jpg,1152,343,No,No,0.0,
67,4372,857,1,Technic,,1979,Motorbike with Sidecar,,409.0,,,,,https://images.brickset.com/sets/images/857-1.jpg,503,355,No,No,0.0,
68,4441,874,1,Technic,Supplementary,1979,Yellow Beams with Connector Pegs,,38.0,,,,,https://images.brickset.com/sets/images/874-1.jpg,154,110,No,No,0.0,
69,4442,875,1,Technic,Supplementary,1979,Red Beams with Connector Pegs,,38.0,,,,,https://images.brickset.com/sets/images/875-1.jpg,112,111,No,No,0.0,
70,4443,876,1,Technic,Supplementary,1979,Blue Beams with Connector Pegs,,38.0,,,,,https://images.brickset.com/sets/images/876-1.jpg,99,115,No,No,0.0,
71,4444,877,1,Technic,Supplementary,1979,Steering Gear Parts,,24.0,,,,,https://images.brickset.com/sets/images/877-1.jpg,113,131,No,No,0.0,
72,4453,878,1,Technic,Supplementary,1979,Piston Parts,,52.0,,,,,https://images.brickset.com/sets/images/878-1.jpg,100,117,No,No,0.0,
73,4457,879,1,Technic,Supplementary,1979,Gear Wheels with Chain Links,,87.0,,,,,https://images.brickset.com/sets/images/879-1.jpg,172,144,No,No,0.0,
74,4460,880,1,Technic,Supplementary,1979,12 Volt Motor,,22.0,,,,,https://images.brickset.com/sets/images/880-1.jpg,215,147,No,No,0.0,
75,4492,885,1,Space,Classic,1979,Space Scooter,1.0,20.0,,,,,https://images.brickset.com/sets/images/885-1.jpg,2809,652,No,No,0.0,
76,4505,886,1,Space,Classic,1979,Space Buggy,1.0,20.0,,,,,https://images.brickset.com/sets/images/886-1.jpg,3733,632,No,No,0.0,
77,4514,889,1,Space,Classic,1979,Radar Truck,1.0,29.0,,,,,https://images.brickset.com/sets/images/889-1.jpg,2353,634,No,No,0.0,
78,4518,891,1,Space,Classic,1979,Two Seater Space Scooter,1.0,39.0,,,,,https://images.brickset.com/sets/images/891-1.jpg,1835,553,No,No,0.0,
79,4519,894,1,Space,Classic,1979,Mobile Ground Tracking Station,1.0,76.0,,,,,https://images.brickset.com/sets/images/894-1.jpg,1402,611,No,No,0.0,
80,4521,897,1,Space,Classic,1979,Mobile rocket launcher,2.0,76.0,,,,,https://images.brickset.com/sets/images/897-1.jpg,2699,557,No,No,0.0,
81,4527,918,1,Space,Classic,1979,One Man Space Ship,1.0,86.0,,,,,https://images.brickset.com/sets/images/918-1.jpg,2918,872,No,No,0.0,
82,4528,920,2,Space,Classic,1979,Rocket Launch Pad,3.0,186.0,,,,,https://images.brickset.com/sets/images/920-2.jpg,1606,722,No,No,0.0,
83,4529,924,1,Space,Classic,1979,Space Transporter,2.0,170.0,,,,,https://images.brickset.com/sets/images/924-1.jpg,1373,781,No,No,0.0,
84,4530,926,1,Space,Classic,1979,Command Centre,4.0,173.0,,,,,https://images.brickset.com/sets/images/926-1.jpg,914,822,No,No,0.0,
85,4532,928,1,Space,Classic,1979,Space Cruiser And Moonbase,4.0,338.0,,,,,https://images.brickset.com/sets/images/928-1.jpg,2060,930,No,No,0.0,
86,4546,950,1,Technic,,1979,Forklift,,208.0,,,,,https://images.brickset.com/sets/images/950-1.jpg,437,167,No,No,0.0,
87,4547,951,1,Technic,,1979,Bulldozer,,372.0,,,,,https://images.brickset.com/sets/images/951-1.jpg,275,202,No,No,0.0,
88,4550,955,1,Technic,,1979,Mobile Crane,,512.0,,,,,https://images.brickset.com/sets/images/955-1.jpg,193,183,No,No,0.0,
89,26898,1236,3,Service Packs,Technic,1979,12v Technic motor,,1.0,,,,,9,11,No,No,0,,
90,22925,7170,1,Samsonite,Educational,1979,Educational Refill Pack,,1112.0,,,,,11,19,No,No,0,,
91,4502,8858,2,Technic,,1980,Auto Engines,,460.0,,69.0,,,https://images.brickset.com/sets/images/8858-2.jpg,215,350,No,No,0.0,
92,3935,744,1,Basic,,1980,"Universal Building Set with Motor, 7+",,537.0,,59.0,,,https://images.brickset.com/sets/images/744-1.jpg,607,161,No,No,0.0,
93,4506,8860,1,Technic,,1980,Car Chassis,,668.0,,59.0,,,https://images.brickset.com/sets/images/8860-1.jpg,2993,521,No,No,0.0,
94,4500,8857,2,Technic,,1980,Motorcycles,,377.0,,49.5,,,https://images.brickset.com/sets/images/8857-2.jpg,175,255,No,No,0.0,
95,3246,6390,1,Town,Shops and Services,1980,Main Street,8.0,591.0,,40.0,,,https://images.brickset.com/sets/images/6390-1.jpg,507,751,No,No,0.0,
96,3895,733,1,Basic,,1980,"Universal Building Set, 7+",,533.0,,39.0,,,https://images.brickset.com/sets/images/733-1.jpg,474,125,No,No,0.0,
97,3740,6970,1,Space,Classic,1980,Beta I Command Base,4.0,264.0,,37.0,,,https://images.brickset.com/sets/images/6970-1.jpg,2505,1023,No,No,0.0,
98,7836,1041,2,Dacta,,1980,Educational Duplo Building Set,,68.0,,36.5,,,https://images.brickset.com/sets/images/1041-2.jpg,7,22,No,No,0.0,
99,3844,722,1,Basic,,1980,"Universal Building Set, 7+",,301.0,,20.0,,,https://images.brickset.com/sets/images/722-1.jpg,777,106,No,No,0.0,
100,3228,6375,2,Town,Shops and Services,1980,Exxon Gas Station,3.0,267.0,,20.0,,,https://images.brickset.com/sets/images/6375-2.jpg,632,564,No,No,0.0,
101,163,1123,1,Service Packs,,1980,Ball and Socket Couplings & One Articulated Joint,,8.0,,16.0,,,https://images.brickset.com/sets/images/1123-1.jpg,19,38,No,No,0.0,
102,1002,2650,1,Duplo,,1980,Farm,5.0,60.0,,14.75,,,18,17,No,No,0,,
103,7859,1075,1,Dacta,,1980,LEGO People Supplementary Set,,304.0,,14.5,,,https://images.brickset.com/sets/images/1075-1.jpg,32,35,No,No,0.0,
104,7860,1076,2,Dacta,,1980,LEGO Car and Truck Supplementary Set,,,,14.5,,,https://images.brickset.com/sets/images/1076-2.jpg,7,35,No,No,0.0,
105,171,1130,1,Service Packs,,1980,Plastic Folder for Building Instructions,,1.0,,14.0,,,https://images.brickset.com/sets/images/1130-1.jpg,47,58,No,No,0.0,
106,982,2630,1,Duplo,,1980,Family Room,3.0,9.0,,13.25,,,8,17,No,No,0,,
107,143,1101,1,Service Packs,,1980,Replacement 4.5V Motor,,1.0,,5.65,,,https://images.brickset.com/sets/images/1101-1.jpg,17,32,No,No,0.0,
108,4135,820,1,Basic,Supplementaries,1980,Red Plates Parts Pack,,34.0,,4.75,,,https://images.brickset.com/sets/images/820-1.jpg,46,43,No,No,0.0,
109,4151,822,1,Basic,Supplementaries,1980,Blue Plates Parts Pack,,34.0,,4.75,,,https://images.brickset.com/sets/images/822-1.jpg,51,44,No,No,0.0,
110,4187,830,1,Basic,Supplementaries,1980,Red Bricks Parts Pack,,46.0,,4.75,,,https://images.brickset.com/sets/images/830-1.jpg,49,42,No,No,0.0,
111,4191,831,1,Basic,Supplementaries,1980,Black Bricks Parts Pack,,46.0,,4.75,,,https://images.brickset.com/sets/images/831-1.jpg,43,42,No,No,0.0,
112,4202,832,1,Basic,Supplementaries,1980,Blue Bricks Parts Pack,,46.0,,4.75,,,https://images.brickset.com/sets/images/832-1.jpg,48,42,No,No,0.0,
113,4208,833,1,Basic,Supplementaries,1980,White Bricks Parts Pack,,46.0,,4.75,,,https://images.brickset.com/sets/images/833-1.jpg,44,42,No,No,0.0,
114,4209,834,1,Basic,Supplementaries,1980,Yellow Bricks Parts Pack,,46.0,,4.75,,,https://images.brickset.com/sets/images/834-1.jpg,42,42,No,No,0.0,
115,4218,836,1,Basic,Supplementaries,1980,Doors and Windows Parts Pack,,37.0,,4.75,,,https://images.brickset.com/sets/images/836-1.jpg,139,45,No,No,0.0,
116,4226,837,1,Basic,Supplementaries,1980,Wheels and Tyres Parts Pack,,28.0,,4.75,,,https://images.brickset.com/sets/images/837-1.jpg,128,44,No,No,0.0,
117,4233,838,1,Basic,Supplementaries,1980,"Red Roof Bricks Parts Pack, 45°",,58.0,,4.75,,,https://images.brickset.com/sets/images/838-1.jpg,160,48,No,No,0.0,
118,4242,839,1,Basic,Supplementaries,1980,"Red Roof Bricks Parts Pack, 33°",,42.0,,4.75,,,https://images.brickset.com/sets/images/839-1.jpg,127,51,No,No,0.0,
119,2625,5233,1,Homemaker,,1980,Bedroom,1.0,26.0,,4.5,,,https://images.brickset.com/sets/images/5233-2.jpg,66,84,No,No,0.0,
120,3666,6861,1,Space,Classic,1980,X1 Patrol Craft,1.0,55.0,,4.0,,,https://images.brickset.com/sets/images/6861-1.jpg,1409,776,No,No,0.0,
121,3152,6305,1,Town,Accessories,1980,Trees and Flowers,,12.0,,3.75,,,https://images.brickset.com/sets/images/6305-1.jpg,1484,304,No,No,0.0,
122,3153,6306,1,Town,Accessories,1980,Road Signs,,12.0,,2.5,,,https://images.brickset.com/sets/images/6306-1.jpg,1711,376,No,No,0.0,
123,2973,6000,1,Books,LEGO,1980,LEGOLAND Idea Book,,,,2.0,,,https://images.brickset.com/sets/images/6000-1.jpg,1729,244,No,No,0.0,
124,9437,KCP03,1,Gear,Key Chains/Promotional,1980,WWF Female Minifigure Key Chain,,,0.0,0.0,,,3,41,No,No,0,,
125,4243,840,1,Basic,Supplementaries,1980,"Baseplate, Green",,1.0,,,,,https://images.brickset.com/sets/images/840-1.jpg,146,47,No,No,0.0,
126,4245,841,1,Basic,Supplementaries,1980,"Baseplates, Green and Yellow",,2.0,,,,,https://images.brickset.com/sets/images/841-1.jpg,114,47,No,No,0.0,
127,4249,842,1,Basic,Supplementaries,1980,"Baseplates, Red and Blue",,2.0,,,,,60,40,No,No,0,,
128,4254,843,1,Basic,Supplementaries,1980,"Baseplate, Grey",,1.0,,,,,https://images.brickset.com/sets/images/843-1.jpg,128,50,No,No,0.0,
129,4382,858,1,Technic,,1980,Auto Engines,,242.0,,,,,https://images.brickset.com/sets/images/858-1.jpg,111,415,No,No,0.0,
130,7842,1050,2,Dacta,,1980,Universal set for boys and girls,,,,,,,https://images.brickset.com/sets/images/1050-2.jpg,10,31,No,No,0.0,
131,7853,1062,1,Dacta,,1980,{Town Vehicles},6.0,172.0,,,,,https://images.brickset.com/sets/images/1062-1.jpg,28,85,No,No,0.0,
132,144,1102,1,Service Packs,,1980,Four Motor Wheel Bushes,,4.0,,,,,https://images.brickset.com/sets/images/1102-1.jpg,24,32,No,No,0.0,
133,145,1103,1,Service Packs,,1980,Battery Box,,1.0,,,,,19,32,No,No,0,,
134,146,1104,1,Service Packs,,1980,Two Connector Leads,,2.0,,,,,12,30,No,No,0,,
135,147,1105,1,Service Packs,,1980,Two Rubber Crawler Tracks,,2.0,,,,,https://images.brickset.com/sets/images/1105-1.jpg,43,45,No,No,0.0,
136,148,1106,1,Service Packs,Trains,1980,Battery Tender for Trains,,2.0,,,,,18,42,No,No,0,,
137,150,1107,1,Service Packs,Trains,1980,Two Shunting Trip-Posts and One Signal,,4.0,,,,,https://images.brickset.com/sets/images/1107-1.jpg,23,40,No,No,0.0,
138,151,1108,1,Service Packs,Trains,1980,Two Pairs of Magnetic Couplings,,4.0,,,,,14,42,No,No,0,,
139,153,1110,1,Service Packs,Trains,1980,Four Locomotive Wheels,,8.0,,,,,21,40,No,No,0,,
140,154,1111,1,Service Packs,Trains,1980,Eight Rubber Rims for Locomotive Wheels,,8.0,,,,,11,44,No,No,0,,
141,155,1113,1,Service Packs,,1980,Motor Frame 6 x 16 Stud Plus Four Buffers,,5.0,,,,,https://images.brickset.com/sets/images/1113-1.jpg,12,33,No,No,0.0,
142,156,1114,1,Service Packs,,1980,Motor Frame 6 x 22 Stud,,1.0,,,,,https://images.brickset.com/sets/images/1114-1.jpg,8,32,No,No,0.0,
143,157,1115,1,Service Packs,,1980,"Lighting Brick, 4.5V",,1.0,,,,,30,34,No,No,0,,
144,160,1120,1,Service Packs,,1980,"Two Tyres, 42 mm Diameter",,2.0,,,,,https://images.brickset.com/sets/images/1120-1.jpg,12,34,No,No,0.0,
145,162,1122,1,Service Packs,,1980,Hinge Units,,3.0,,,,,15,35,No,No,0,,
146,165,1125,1,Service Packs,,1980,Crane Grab Assembly,,3.0,,,,,16,39,No,No,0,,
147,169,1129,2,Service Packs,,1980,Spread Bag,,34.0,,,,,14,33,No,No,0,,
148,437,1591,1,Town,Special,1980,Danone Delivery Truck,,40.0,,,,,https://images.brickset.com/sets/images/1591-1.jpg,73,252,No,No,0.0,
149,439,1592,1,Town,Classic,1980,Town Square - Castle Scene,11.0,471.0,,,,,https://images.brickset.com/sets/images/1592-1.jpg,577,840,No,No,0.0,
150,486,1651,2,Town,Special,1980,Maersk Line Container Lorry,1.0,305.0,,,,,https://images.brickset.com/sets/images/1651-2.jpg,41,500,No,No,0.0,
151,747,2053,1,Duplo,,1980,Rock 'n' Roll Pull-Toy,1.0,4.0,,,,,19,15,No,No,0,,
152,750,2056,1,Duplo,,1980,Rock 'n' Rattle Pull-Toy,1.0,6.0,,,,,27,16,No,No,0,,
153,973,2620,1,Duplo,,1980,Sports Car,1.0,2.0,,,,,31,19,No,No,0,,
154,975,2623,1,Duplo,,1980,Delivery Van,1.0,6.0,,,,,49,21,No,No,0,,
155,977,2625,1,Duplo,,1980,Car with Boat and Trailer,1.0,6.0,,,,,17,20,No,No,0,,
156,978,2627,1,Duplo,,1980,Pony Trailer,1.0,5.0,,,,,47,17,No,No,0,,
157,992,2640,1,Duplo,,1980,Grocery Store,2.0,23.0,,,,,37,18,No,No,0,,
158,994,2643,2,Duplo,,1980,Playbox,,1.0,,,,,11,17,No,No,0,,
159,996,2645,1,Duplo,,1980,Nursery School,6.0,29.0,,,,,33,20,No,No,0,,
160,1667,3602,1,Fabuland,,1980,Pram - Lisa Lamb Goes Walking,1.0,3.0,,,,,https://images.brickset.com/sets/images/3602-1.jpg,280,68,No,No,0.0,
161,1669,3604,1,Fabuland,,1980,Mark Monkey with his Fruit Stall,1.0,3.0,,,,,https://images.brickset.com/sets/images/3604-1.jpg,276,69,No,No,0.0,
162,1670,3605,1,Fabuland,,1980,Ricky Racoon and his Scooter,1.0,1.0,,,,,https://images.brickset.com/sets/images/3605-1.jpg,229,63,No,No,0.0,
163,1700,3634,1,Fabuland,,1980,Charlie Crow's Carry-All,1.0,17.0,,,,,https://images.brickset.com/sets/images/3634-1.jpg,489,82,No,No,0.0,
164,1726,3665,1,Fabuland,,1980,Harry Horse and Clara Cow's Ice Cream Shoppe,2.0,36.0,,,,,https://images.brickset.com/sets/images/3665-1.jpg,255,77,No,No,0.0,
165,2071,4306,1,Scala,Jewellery,1980,Rings,,15.0,,,,,https://images.brickset.com/sets/images/4306-1.jpg,16,29,No,No,0.0,
166,2072,4307,1,Scala,Jewellery,1980,Rings,,15.0,,,,,https://images.brickset.com/sets/images/4307-1.jpg,14,31,No,No,0.0,
167,2077,4336,1,Scala,Jewellery,1980,Picture Frame and Mirror,,52.0,,,,,https://images.brickset.com/sets/images/4336-1.jpg,20,27,No,No,0.0,
168,3151,6304,1,Town,Accessories,1980,"Road Plates, Cross",,2.0,,,,,https://images.brickset.com/sets/images/6304-1.jpg,924,195,No,No,0.0,
169,3215,6363,1,Town,Shops and Services,1980,Auto Repair Shop,1.0,141.0,,,,,https://images.brickset.com/sets/images/6363-1.jpg,2064,481,No,No,0.0,
170,3216,6364,1,Town,Medical,1980,Paramedic Unit,2.0,137.0,,,,,https://images.brickset.com/sets/images/6364-1.jpg,1566,533,No,No,0.0,
171,3466,6609,1,Town,Racing,1980,Race Car,1.0,17.0,,,,,https://images.brickset.com/sets/images/6609-1.jpg,2417,247,No,No,0.0,
172,3484,6627,1,Town,Vehicles,1980,Convertible,1.0,37.0,,,,,https://images.brickset.com/sets/images/6627-1.jpg,1921,336,No,No,0.0,
173,3500,6647,1,Town,Maintenance,1980,Highway Repair,1.0,55.0,,,,,https://images.brickset.com/sets/images/6647-1.jpg,1669,344,No,No,0.0,
174,3502,6648,2,Town,Construction,1980,Dump Truck,1.0,42.0,,,,,https://images.brickset.com/sets/images/6648-2.jpg,968,336,No,No,0.0,
175,3532,6678,1,Town,Construction,1980,Pneumatic Crane,1.0,60.0,,,,,https://images.brickset.com/sets/images/6678-1.jpg,2007,354,No,No,0.0,
176,3533,6679,2,Town,Vehicles,1980,Exxon Tow Truck,1.0,79.0,,,,,https://images.brickset.com/sets/images/6679-2.jpg,572,347,No,No,0.0,
177,3545,6690,1,Town,Fire,1980,Snorkel Pumper,2.0,91.0,,,,,https://images.brickset.com/sets/images/6690-1.jpg,1857,295,No,No,0.0,
178,3635,6821,1,Space,Classic,1980,Shovel Buggy,1.0,28.0,,,,,https://images.brickset.com/sets/images/6821-1.jpg,3023,577,No,No,0.0,
179,3652,6841,1,Space,Classic,1980,Mineral Detector,1.0,44.0,,,,,https://images.brickset.com/sets/images/6841-1.jpg,2612,596,No,No,0.0,
180,3699,6901,1,Space,Classic,1980,Mobile Lab,2.0,135.0,,,,,https://images.brickset.com/sets/images/6901-1.jpg,971,767,No,No,0.0,
181,3993,7710,1,Trains,4.5/12 V,1980,Push-Along Passenger Steam Train,5.0,447.0,,,,,https://images.brickset.com/sets/images/7710-1.jpg,863,402,No,No,0.0,
182,3995,7720,1,Trains,4.5/12 V,1980,Diesel Freight Train Set,3.0,425.0,,,,,https://images.brickset.com/sets/images/7720-1.jpg,678,369,No,No,0.0,
183,3999,7730,1,Trains,4.5/12 V,1980,Electric Goods Train Set,2.0,512.0,,,,,https://images.brickset.com/sets/images/7730-1.jpg,335,486,No,No,0.0,
184,4001,7740,1,Trains,4.5/12 V,1980,Inter-City Passenger Train Set,10.0,786.0,,,,,https://images.brickset.com/sets/images/7740-1.jpg,967,801,No,No,0.0,
185,4004,7750,1,Trains,4.5/12 V,1980,Steam Engine with Tender,2.0,263.0,,,,,https://images.brickset.com/sets/images/7750-1.jpg,263,560,No,No,0.0,
