,SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy,Owned,Wanted,QtyOwned,Rating
2395,4938,2083,1,Primo,,1997,Medium Stack 'n' Learn Set,1.0,8.0,,8.0,,,5,15,No,No,0,,
2396,3005,6037,1,Castle,Fright Knights,1997,Witch's Windship,1.0,56.0,,8.0,,,https://images.brickset.com/sets/images/6037-1.jpg,2606,714,No,No,0.0,
2397,3571,6718,1,Western,Indians,1997,Raindance Ridge,2.0,74.0,,8.0,,,https://images.brickset.com/sets/images/6718-1.jpg,2177,943,No,No,0.0,
2398,4146,8215,1,Technic,,1997,Gyro Copter,,107.0,,8.0,,,https://images.brickset.com/sets/images/8215-1.jpg,884,142,No,No,0.0,
2399,3425,6564,1,Town,Maintenance,1997,Recycle Truck,1.0,35.0,,7.25,,,https://images.brickset.com/sets/images/6564-1.jpg,1490,268,No,No,0.0,
2400,790,2129,1,Technic,,1997,Blast-Off Dragster,,63.0,,7.0,,,https://images.brickset.com/sets/images/2129-1.jpg,769,159,No,No,0.0,
2401,957,2601,1,Duplo,,1997,Mother & Baby,,7.0,,7.0,,,19,15,No,No,0,,
2402,4139,8205,1,Technic,,1997,Bungee Blaster,,63.0,,7.0,,,https://images.brickset.com/sets/images/8205-1.jpg,1788,141,No,No,0.0,
2403,3172,6323,1,Town,Accessories,1997,"Road Plates, Cross",,2.0,,6.99,,,https://images.brickset.com/sets/images/6323-1.jpg,620,258,No,No,0.0,
2404,2994,6027,1,Castle,Fright Knights,1997,Bat Lord's Catapult,2.0,55.0,,6.75,,,https://images.brickset.com/sets/images/6027-1.jpg,1852,569,No,No,0.0,
2405,4990,4158,1,Freestyle,,1997,Building Set 5+,1.0,128.0,,6.0,,,https://images.brickset.com/sets/images/4158-1.jpg,29,37,No,No,0.0,
2406,3090,6204,1,Pirates,Accessories,1997,Buccaneers,5.0,36.0,,6.0,,,https://images.brickset.com/sets/images/6204-1.jpg,412,978,No,No,0.0,
2407,3169,6320,1,Town,Accessories,1997,"Road Plates, Junction",,2.0,,6.0,,,https://images.brickset.com/sets/images/6320-1.jpg,685,271,No,No,0.0,
2408,3170,6321,1,Town,Accessories,1997,"Road Plates, Curved",,2.0,,6.0,,,https://images.brickset.com/sets/images/6321-1.jpg,750,268,No,No,0.0,
2409,3171,6322,1,Town,Accessories,1997,"Road Plates, Straight",,2.0,,6.0,,,https://images.brickset.com/sets/images/6322-1.jpg,815,265,No,No,0.0,
2410,3337,6487,1,Town,Outback,1997,Mountain Rescue,1.0,68.0,,6.0,,,https://images.brickset.com/sets/images/6487-1.jpg,890,301,No,No,0.0,
2411,3561,6706,1,Western,Cowboys,1997,Frontier Patrol,3.0,30.0,,6.0,,,https://images.brickset.com/sets/images/6706-1.jpg,2164,1036,No,No,0.0,
2412,3643,6829,1,Space,UFO,1997,Radon Rover,1.0,53.0,,6.0,,,https://images.brickset.com/sets/images/6829-1.jpg,2378,428,No,No,0.0,
2413,2415,5026,1,Service Packs,Toolo,1997,"Toolo Loader, Hook and Turntable",,3.0,,5.5,,,https://images.brickset.com/sets/images/5026-1.jpg,4,31,No,No,0.0,
2414,3264,6407,1,Town,Fire,1997,Fire Chief,1.0,26.0,,5.5,,,https://images.brickset.com/sets/images/6407-1.jpg,1391,199,No,No,0.0,
2415,773,2095,1,Primo,,1997,Roll 'n' Play Ball,,2.0,,5.0,,,26,16,No,No,0,,
2416,2742,5391,1,Service Packs,,1997,Battery Box 9 V For Electric System,,1.0,,5.0,,,https://images.brickset.com/sets/images/5391-1.jpg,47,39,No,No,0.0,
2417,2743,5392,1,Service Packs,Western,1997,Western Accessories,,34.0,,5.0,,,https://images.brickset.com/sets/images/5392-1.jpg,54,141,No,No,0.0,
2418,2618,5228,1,Service Packs,Technic,1997,"Technic Beams and Plates with Holes, Black",,26.0,,4.5,,,https://images.brickset.com/sets/images/5228-1.jpg,19,39,No,No,0.0,
2419,2745,5394,1,Service Packs,,1997,3 Horses and Saddles,,12.0,,4.5,,,https://images.brickset.com/sets/images/5394-1.jpg,62,106,No,No,0.0,
2420,2976,6007,1,Castle,Fright Knights,1997,Bat Lord,1.0,12.0,,4.5,,,https://images.brickset.com/sets/images/6007-1.jpg,3356,746,No,No,0.0,
2421,3416,6555,1,Town,Divers,1997,Sea Hunter,1.0,30.0,,4.5,,,https://images.brickset.com/sets/images/6555-1.jpg,2923,470,No,No,0.0,
2422,763,2081,1,Primo,,1997,Stack 'n' Learn Starter Set,,6.0,,4.0,,,11,16,No,No,0,,
2423,846,2261,1,Duplo,,1997,Happy Gardener,1.0,10.0,,4.0,,,https://images.brickset.com/sets/images/2261-1.jpg,12,16,No,No,0.0,
2424,2596,5201,1,Service Packs,Technic,1997,Angle Bricks Assorted,,20.0,,4.0,,,https://images.brickset.com/sets/images/5201-1.jpg,30,40,No,No,0.0,
2425,2597,5202,1,Service Packs,Technic,1997,"Angle Beams, Red and Blue",,8.0,,4.0,,,https://images.brickset.com/sets/images/5202-1.jpg,21,37,No,No,0.0,
2426,2619,5229,1,Service Packs,Technic,1997,Technic Gear Wheels and Differential Housing,,23.0,,4.0,,,https://images.brickset.com/sets/images/5229-1.jpg,36,49,No,No,0.0,
2427,3272,6417,1,Town,Paradisa,1997,Show Jumping Event,1.0,36.0,,4.0,,,https://images.brickset.com/sets/images/6417-1.jpg,509,406,No,No,0.0,
2428,3409,6550,1,Town,Outback,1997,Outback Racer,1.0,49.0,,4.0,,,https://images.brickset.com/sets/images/6550-1.jpg,2553,371,No,No,0.0,
2429,3563,6709,1,Western,Indians,1997,Tribal Chief,1.0,16.0,,4.0,,,https://images.brickset.com/sets/images/6709-1.jpg,2189,914,No,No,0.0,
2430,3650,6836,1,Space,UFO,1997,V-Wing Fighter,1.0,40.0,,4.0,,,https://images.brickset.com/sets/images/6836-1.jpg,2639,480,No,No,0.0,
2431,1121,2806,1,Duplo,,1997,Dino Mini Set,1.0,4.0,,3.0,,,https://images.brickset.com/sets/images/2806-1.jpg,55,22,No,No,0.0,
2432,2617,5227,1,Service Packs,,1997,Fibre Optic Cables,,8.0,,3.0,,,https://images.brickset.com/sets/images/5227-1.jpg,26,43,No,No,0.0,
2433,2744,5393,1,Service Packs,,1997,Headgear (Hats and Hair),,31.0,,3.0,,,https://images.brickset.com/sets/images/5393-1.jpg,60,88,No,No,0.0,
2434,3633,6818,1,Space,UFO,1997,Cyborg Scout,1.0,36.0,,3.0,,,https://images.brickset.com/sets/images/6818-1.jpg,2257,334,No,No,0.0,
2435,1153,2878,1,Basic,Seasonal,1997,Santa Claus,,16.0,,2.0,,,https://images.brickset.com/sets/images/2878-1.jpg,158,90,No,No,0.0,
2436,1161,2886,1,Town,Racing,1997,Formula 1 Racing Car,,25.0,,2.0,,,https://images.brickset.com/sets/images/2886-1.jpg,775,203,No,No,0.0,
2437,3263,6406,1,Town,Racing,1997,Go-Kart,1.0,23.0,,2.0,,,https://images.brickset.com/sets/images/6406-1.jpg,292,117,No,No,0.0,
2438,3612,6790,1,Western,Cowboys,1997,Bandit with Gun,1.0,21.0,,2.0,,,https://images.brickset.com/sets/images/6790-1.jpg,2407,727,No,No,0.0,
2439,3613,6791,1,Western,Cowboys,1997,Bandit's Wheelgun,1.0,21.0,,2.0,,,https://images.brickset.com/sets/images/6791-1.jpg,740,431,No,No,0.0,
2440,3631,6816,1,Space,UFO,1997,Cyber Blaster,1.0,20.0,,2.0,,,https://images.brickset.com/sets/images/6816-1.jpg,523,239,No,No,0.0,
2441,4984,4129,1,Freestyle,,1997,Trial Size Bag,,27.0,,1.5,,,26,21,No,No,0,,
2442,4989,4157,1,Freestyle,,1997,Trial Size Bag 5+,,34.0,,1.5,,,31,27,No,No,0,,
2443,582,1783,1,Primo,,1997,Primo Rattle,,2.0,,1.0,,,https://images.brickset.com/sets/images/1783-1.jpg,30,24,No,No,0.0,
2444,1140,2845,1,Western,Indians,1997,Indian Chief,1.0,20.0,0.0,0.0,,,https://images.brickset.com/sets/images/2845-1.jpg,983,688,No,No,0.0,
2445,1141,2846,1,Western,Indians,1997,Indian Kayak,1.0,18.0,0.0,0.0,,,https://images.brickset.com/sets/images/2846-1.jpg,702,641,No,No,0.0,
2446,9583,ORLANDO,1,Promotional,LEGO brand store opening set,1997,{Bag of Bricks} ,,3.0,,0.0,,,4,34,No,No,0,,
2447,9581,54,1,Space,UFO,1997,UFO Action Pack,,96.0,,,,,https://images.brickset.com/sets/images/54-1.jpg,18,97,No,No,0.0,
2448,3739,697,2,Books,LEGO,1997,Building Ideas Book,,1.0,,,,,https://images.brickset.com/sets/images/697-2.jpg,626,148,No,No,0.0,
2449,558,1739,1,Duplo,,1997,Penguin,,8.0,,,,,https://images.brickset.com/sets/images/1739-1.jpg,30,36,No,No,0.0,
2450,22454,1781,1,Duplo,,1997,Dinosaur Babies,,90.0,,,,,https://images.brickset.com/sets/images/1781-1.jpg,6,19,No,No,0.0,
2451,612,1824,1,Basic,,1997,Flying Duck,1.0,17.0,,,,,https://images.brickset.com/sets/images/1824-1.jpg,28,55,No,No,0.0,
2452,613,1825,1,Basic,,1997,Racing Car,,19.0,,,,,https://images.brickset.com/sets/images/1825-1.jpg,55,49,No,No,0.0,
2453,614,1826,1,Basic,,1997,Bird? Boat? Plane?,,19.0,,,,,https://images.brickset.com/sets/images/1826-1.jpg,24,51,No,No,0.0,
2454,615,1827,1,Basic,,1997,Helicopter,,19.0,,,,,https://images.brickset.com/sets/images/1827-1.jpg,42,50,No,No,0.0,
2455,22455,1867,1,Basic,,1997,Medium Bulk Bucket,,400.0,,,,,https://images.brickset.com/sets/images/1867-1.jpg,41,21,No,No,0.0,
2456,22456,2009,2,Primo,,1997,Large Bulk Box,,25.0,,,,,2,13,No,No,0,,
2457,771,2093,1,Primo,,1997,The Ladybird Rattle,,1.0,,,,,https://images.brickset.com/sets/images/2093-1.jpg,24,18,No,No,0.0,
2458,772,2094,1,Primo,,1997,Cozy Duck,,2.0,,,,,https://images.brickset.com/sets/images/2094-1.jpg,14,18,No,No,0.0,
2459,784,2121,1,Basic,,1997,Stomper,,11.0,,,,,https://images.brickset.com/sets/images/2121-1.jpg,34,38,No,No,0.0,
2460,785,2122,1,Basic,,1997,Bob,,14.0,,,,,https://images.brickset.com/sets/images/2122-1.jpg,36,41,No,No,0.0,
2461,786,2123,1,Basic,,1997,Spinner,,12.0,,,,,https://images.brickset.com/sets/images/2123-1.jpg,31,38,No,No,0.0,
2462,787,2124,1,Duplo,,1997,Green Bucket,1.0,39.0,,,,,https://images.brickset.com/sets/images/2124-1.jpg,37,17,No,No,0.0,
2463,22457,2125,1,Duplo,,1997,Large Bucket,1.0,70.0,,,,,5,12,No,No,0,,
2464,789,2127,1,Basic,,1997,Nanas,,13.0,,,,,https://images.brickset.com/sets/images/2127-1.jpg,30,42,No,No,0.0,
2465,796,2135,1,Basic,,1997,Aeroplane,,9.0,,,,,https://images.brickset.com/sets/images/2135-1.jpg,94,59,No,No,0.0,
2466,797,2136,1,Basic,,1997,Aeroplane,,11.0,,,,,https://images.brickset.com/sets/images/2136-1.jpg,76,58,No,No,0.0,
2467,798,2137,1,Basic,,1997,Swamp Boat,,8.0,,,,,https://images.brickset.com/sets/images/2137-1.jpg,87,53,No,No,0.0,
2468,799,2138,1,Basic,,1997,Helicopter,,8.0,,,,,https://images.brickset.com/sets/images/2138-1.jpg,101,55,No,No,0.0,
2469,800,2139,1,Basic,,1997,Boat,,12.0,,,,,https://images.brickset.com/sets/images/2139-1.jpg,108,53,No,No,0.0,
2470,804,2149,1,Town,Special,1997,Color Line Container Lorry,1.0,191.0,,,,,https://images.brickset.com/sets/images/2149-1.jpg,197,669,No,No,0.0,
2471,817,2163,1,Basic,,1997,Toucan,,9.0,,,,,https://images.brickset.com/sets/images/2163-1.jpg,162,54,No,No,0.0,
2472,818,2164,1,Basic,,1997,Whale,,9.0,,,,,https://images.brickset.com/sets/images/2164-1.jpg,200,50,No,No,0.0,
2473,819,2165,1,Basic,,1997,Rhinocerous,,10.0,,,,,https://images.brickset.com/sets/images/2165-1.jpg,219,49,No,No,0.0,
2474,820,2166,1,Basic,,1997,Elephant,,10.0,,,,,https://images.brickset.com/sets/images/2166-1.jpg,166,50,No,No,0.0,
2475,821,2167,1,Basic,,1997,Penguin,,8.0,,,,,https://images.brickset.com/sets/images/2167-1.jpg,230,54,No,No,0.0,
2476,22458,2168,1,Primo,,1997,Rattle,,2.0,,,,,https://images.brickset.com/sets/images/2168-1.jpg,9,16,No,No,0.0,
2477,822,2181,1,Town,Special,1997,Infomaniac,1.0,4.0,,,,,https://images.brickset.com/sets/images/2181-1.jpg,162,387,No,No,0.0,
2478,22459,2184,1,Basic,,1997,XL Bulk Bucket,,1000.0,,,,,16,22,No,No,0,,
2479,823,2186,1,Freestyle,,1997,Freestyle Set,1.0,73.0,,,,,https://images.brickset.com/sets/images/2186-1.jpg,46,45,No,No,0.0,
2480,824,2187,1,Freestyle,,1997,Freestyle Set,1.0,60.0,,,,,https://images.brickset.com/sets/images/2187-1.jpg,38,45,No,No,0.0,
2481,825,2188,1,Freestyle,,1997,Freestyle Set,1.0,56.0,,,,,https://images.brickset.com/sets/images/2188-1.jpg,17,43,No,No,0.0,
2482,6898,2189,1,Duplo,,1997,Pony Set,,3.0,,,,,4,15,No,No,0,,
2483,5018,2195,1,Basic,,1997,JUBEL 3+ BULK,,228.0,,,,,44,25,No,No,0,,
2484,22460,2199,1,Basic,,1997,Large Bulk Bucket,,466.0,,,,,https://images.brickset.com/sets/images/2199-1.jpg,21,19,No,No,0.0,
2485,837,2241,1,Duplo,,1997,Basic Set,,32.0,,,,,https://images.brickset.com/sets/images/2241-1.jpg,18,14,No,No,0.0,
2486,838,2242,1,Duplo,,1997,Extra Bricks (S),,50.0,,,,,https://images.brickset.com/sets/images/2242-1.jpg,32,15,No,No,0.0,
2487,839,2245,1,Duplo,,1997,Farmhouse Bucket,1.0,46.0,,,,,9,15,No,No,0,,
2488,22461,2246,1,Duplo,,1997,Large Basic Set,,,,,,,2,12,No,No,0,,
2489,840,2247,1,Duplo,,1997,Extra Bricks (M),,99.0,,,,,https://images.brickset.com/sets/images/2247-1.jpg,15,15,No,No,0.0,
2490,22540,2249,1,Duplo,,1997,Basic Set,,,,,,,2,12,No,No,0,,
2491,843,2251,1,Duplo,,1997,Horse 'n' Home,,72.0,,,,,5,15,No,No,0,,
2492,844,2252,1,Duplo,,1997,Basic Cannister Set,1.0,36.0,,,,,6,14,No,No,0,,
2493,22463,2262,1,Duplo,,1997,Basic Set,1.0,20.0,,,,,3,12,No,No,0,,
2494,22462,2264,1,Duplo,,1997,Medium Bucket,1.0,48.0,,,,,9,12,No,No,0,,
2495,22464,2265,1,Duplo,,1997,Large Puppy Clearpack,,71.0,,,,,5,12,No,No,0,,
2496,22465,2581,1,Duplo,,1997,School Bus,,70.0,,,,,9,12,No,No,0,,
2497,961,2607,1,Duplo,,1997,Speed Car,1.0,4.0,,,,,https://images.brickset.com/sets/images/2607-1.jpg,84,16,No,No,0.0,
2498,9344,2684,1,Duplo,,1997,Dinghy,1.0,3.0,,,,,https://images.brickset.com/sets/images/2684-1.jpg,45,18,No,No,0.0,
2499,1120,2805,1,Duplo,,1997,Pony Club,2.0,13.0,,,,,11,14,No,No,0,,
2500,1138,2840,1,Basic,,1997,Girl,,10.0,,,,,https://images.brickset.com/sets/images/2840-1.jpg,50,48,No,No,0.0,
2501,1139,2841,1,Basic,,1997,Boy,,9.0,,,,,https://images.brickset.com/sets/images/2841-1.jpg,40,52,No,No,0.0,
2502,8142,2842,1,Basic,,1997,Girl,,8.0,,,,,https://images.brickset.com/sets/images/2842-1.jpg,32,53,No,No,0.0,
2503,22466,2844,1,Basic,,1997,Doggy,,8.0,,,,,7,35,No,No,0,,
2504,1142,2847,1,Space,UFO,1997,Flyer,1.0,15.0,,,,,https://images.brickset.com/sets/images/2847-1.jpg,968,387,No,No,0.0,
2505,1143,2848,1,Castle,Fright Knights,1997,Flying Machine,1.0,19.0,,,,,https://images.brickset.com/sets/images/2848-1.jpg,935,438,No,No,0.0,
2506,1144,2849,1,Town,Flight,1997,Helicopter,1.0,20.0,,,,,https://images.brickset.com/sets/images/2849-1.jpg,794,148,No,No,0.0,
2507,22541,2851,1,Duplo,,1997,Medium Dino Bucket,1.0,31.0,,,,,6,14,No,No,0,,
2508,22542,2852,1,Duplo,,1997,Large Dino Bucket,2.0,57.0,,,,,8,14,No,No,0,,
2509,1150,2870,1,Town,Paradisa,1997,Paradisa Barbeque,1.0,19.0,,,,,https://images.brickset.com/sets/images/2870-1.jpg,673,510,No,No,0.0,
2510,1151,2871,1,Town,Divers,1997,Diver and Shark,1.0,16.0,,,,,https://images.brickset.com/sets/images/2871-1.jpg,559,443,No,No,0.0,
2511,1152,2872,1,Castle,Fright Knights,1997,Witch and Fireplace,1.0,19.0,,,,,https://images.brickset.com/sets/images/2872-1.jpg,1244,659,No,No,0.0,
2512,7058,2873,1,Basic,Seasonal,1997,Christmas Set,,9.0,,,,,https://images.brickset.com/sets/images/2873-1.jpg,47,97,No,No,0.0,
2513,22543,2874,1,Basic,Seasonal,1997,Christmas Set,,9.0,,,,,https://images.brickset.com/sets/images/2874-1.jpg,16,66,No,No,0.0,
2514,8141,2875,1,Basic,,1997,Mouse,,9.0,,,,,https://images.brickset.com/sets/images/2875-1.jpg,46,58,No,No,0.0,
2515,7059,2876,1,Basic,Seasonal,1997,Christmas Set,,9.0,,,,,https://images.brickset.com/sets/images/2876-1.jpg,37,96,No,No,0.0,
2516,8143,2877,1,Basic,,1997,Snowman,,9.0,,,,,https://images.brickset.com/sets/images/2877-1.jpg,35,64,No,No,0.0,
2517,1155,2880,1,Town,Vehicles,1997,Open-Top Jeep,,29.0,,,,,https://images.brickset.com/sets/images/2880-1.jpg,579,183,No,No,0.0,
2518,1156,2881,1,Town,Vehicles,1997,Parking Gate Attendant,1.0,19.0,,,,,https://images.brickset.com/sets/images/2881-1.jpg,466,326,No,No,0.0,
2519,1157,2882,1,Town,Boats,1997,Speedboat,1.0,22.0,,,,,https://images.brickset.com/sets/images/2882-1.jpg,489,200,No,No,0.0,
2520,1158,2883,1,Town,Boats,1997,Boat,,28.0,,,,,https://images.brickset.com/sets/images/2883-1.jpg,114,189,No,No,0.0,
2521,1159,2884,1,Town,Flight,1997,Microlight,1.0,20.0,,,,,https://images.brickset.com/sets/images/2884-1.jpg,468,148,No,No,0.0,
2522,1160,2885,1,Town,Shops and Services,1997,Ice Cream Seller,1.0,27.0,,,,,https://images.brickset.com/sets/images/2885-1.jpg,609,446,No,No,0.0,
2523,1162,2887,1,Town,Shops and Services,1997,Petrol Station Attendant and Pump,1.0,15.0,,,,,https://images.brickset.com/sets/images/2887-1.jpg,377,239,No,No,0.0,
2524,1385,3201,1,Scala,,1997,Living Room,1.0,31.0,,,,,https://images.brickset.com/sets/images/3201-1.jpg,29,21,No,No,0.0,
2525,1386,3202,1,Scala,,1997,Laundry Room,1.0,42.0,,,,,https://images.brickset.com/sets/images/3202-1.jpg,25,23,No,No,0.0,
2526,1387,3203,1,Scala,,1997,Dressing Table,1.0,18.0,,,,,https://images.brickset.com/sets/images/3203-1.jpg,36,23,No,No,0.0,
2527,1407,3240,1,Scala,,1997,Ashley's Miniature Garden,1.0,54.0,,,,,https://images.brickset.com/sets/images/3240-1.jpg,24,24,No,No,0.0,
2528,1409,3242,1,Scala,,1997,Bathroom,1.0,76.0,,,,,https://images.brickset.com/sets/images/3242-1.jpg,32,24,No,No,0.0,
2529,1440,3290,1,Scala,,1997,The Big Family House,3.0,265.0,,,,,https://images.brickset.com/sets/images/3290-1.jpg,40,26,No,No,0.0,
2530,4991,4128,1,Freestyle,,1997,XL Value Bucket,,650.0,,,,,https://images.brickset.com/sets/images/4128-1.jpg,163,46,No,No,0.0,
2531,4981,4168,1,Freestyle,,1997,Funimal,,,,,,,https://images.brickset.com/sets/images/4168-1.jpg,12,24,No,No,0.0,
2532,1994,4169,1,Freestyle,,1997,"Freestyle Gift Item, 3+",,,,,,,https://images.brickset.com/sets/images/4169-1.jpg,18,27,No,No,0.0,
2533,2413,5024,1,Service Packs,Duplo,1997,"Duplo Start / Stop Rail, Single Rail, Change of Direction Switch",,4.0,,,,,https://images.brickset.com/sets/images/5024-1.jpg,19,23,No,No,0.0,
2534,2849,5731,1,Gear,Video Games/PC,1997,LEGO Island,,,,,,,https://images.brickset.com/sets/images/5731-1.jpg,670,82,No,No,0.0,
2535,2876,5821,1,Belville,,1997,Pamela's Picnic Time,1.0,9.0,,,,,https://images.brickset.com/sets/images/5821-1.jpg,105,44,No,No,0.0,
2536,2877,5822,1,Belville,,1997,Jennifer and Foal,1.0,5.0,,,,,https://images.brickset.com/sets/images/5822-1.jpg,87,45,No,No,0.0,
2537,2902,5853,1,Belville,,1997,Lucinda and Cressida,1.0,5.0,,,,,https://images.brickset.com/sets/images/5853-1.jpg,102,49,No,No,0.0,
2538,2903,5854,1,Belville,,1997,Pony Trekking,2.0,47.0,,,,,https://images.brickset.com/sets/images/5854-1.jpg,89,65,No,No,0.0,
2539,2904,5855,1,Belville,,1997,Riding Stables,3.0,148.0,,,,,https://images.brickset.com/sets/images/5855-1.jpg,61,52,No,No,0.0,
2540,2916,5874,1,Belville,,1997,Nursery,3.0,62.0,,,,,https://images.brickset.com/sets/images/5874-1.jpg,85,53,No,No,0.0,
2541,2975,6004,1,Castle,Fright Knights,1997,Crossbow Cart,1.0,20.0,,,,,https://images.brickset.com/sets/images/6004-1.jpg,1188,499,No,No,0.0,
2542,6895,6006,1,Castle,Fright Knights,1997,Crossbow Cart,,20.0,,,,,102,201,No,No,0,,
2543,3016,6047,1,Castle,Fright Knights,1997,Traitor Transport,3.0,139.0,,,,,https://images.brickset.com/sets/images/6047-1.jpg,1383,681,No,No,0.0,
2544,3257,6400,1,Town,Racing,1997,Go-Kart,1.0,23.0,,,,,https://images.brickset.com/sets/images/6400-1.jpg,975,181,No,No,0.0,
2545,3615,6800,1,Space,UFO,1997,Cyber Blaster,1.0,20.0,,,,,https://images.brickset.com/sets/images/6800-1.jpg,1421,320,No,No,0.0,
2546,4152,8222,1,Technic,,1997,VTOL,1.0,138.0,,,,,https://images.brickset.com/sets/images/8222-1.jpg,962,197,No,No,0.0,
2547,23776,8760,1,Gear,Digital media,1997,Search Sub CD-ROM,,,,,,,https://images.brickset.com/sets/images/8760-1.jpg,47,29,No,No,0.0,
2548,22775,9617,1,Dacta,,1997,Introducing Air Power ,,89.0,,,,,https://images.brickset.com/sets/images/9617-1.jpg,18,49,No,No,0.0,
2549,4899,9618,1,Dacta,Technic,1997,Structures Set,,463.0,,,,,https://images.brickset.com/sets/images/9618-1.jpg,27,64,No,No,0.0,
2550,24349,9848,1,Dacta,,1997,9v Lamps,,9.0,,,,,https://images.brickset.com/sets/images/9848-1.jpg,11,31,No,No,0.0,
2551,9485,4117463,1,Space,UFO,1997,Cyber Saucer ,,114.0,,,,,8,71,No,No,0,,
2552,9372,VP5,1,Space,UFO,1997,UFO Value Pack,,,,,,,8,59,No,No,0,,
2553,4873,9020,1,Dacta,,1998,LEGO Soft Starter Set,,84.0,,235.75,,,https://images.brickset.com/sets/images/9020-1.jpg,15,38,No,No,0.0,
2554,4557,9719,1,Mindstorms,1.0,1998,Robotics Invention System,,733.0,,200.0,,,https://images.brickset.com/sets/images/9719-1.jpg,866,106,No,No,0.0,
2555,4285,8462,1,Technic,,1998,Tow Truck,,774.0,,122.0,,,https://images.brickset.com/sets/images/8462-1.jpg,1333,551,No,No,0.0,
2556,4876,9203,2,Dacta,,1998,Tech Machines,6.0,117.0,,105.0,,,https://images.brickset.com/sets/images/9203-2.jpg,8,33,No,No,0.0,
2557,4909,9725,1,Dacta,,1998,Amusement Park Set,5.0,301.0,,100.0,,,https://images.brickset.com/sets/images/9725-1.jpg,22,73,No,No,0.0,
2558,1336,3119,1,Scala,,1998,Sunshine Home,3.0,168.0,,96.0,,,https://images.brickset.com/sets/images/3119-1.jpg,55,41,No,No,0.0,
2559,3055,6093,1,Castle,Ninja,1998,Flying Ninja Fortress,9.0,694.0,,90.0,,,https://images.brickset.com/sets/images/6093-1.jpg,1081,1079,No,No,0.0,
2560,3087,6199,1,Aquazone,Hydronauts,1998,Hydro Crystallisation Station,5.0,482.0,,90.0,,,https://images.brickset.com/sets/images/6199-1.jpg,537,885,No,No,0.0,
2561,4730,9377,1,Dacta,Adventurers,1998,Adventurers combined set,,3.0,,89.25,,,https://images.brickset.com/sets/images/9377-1.jpg,18,153,No,No,0.0,
2562,2822,5600,1,Racers,,1998,Radio Control Racer,1.0,298.0,,80.0,,,https://images.brickset.com/sets/images/5600-1.jpg,701,158,No,No,0.0,
2563,2969,5988,1,Adventurers,Desert,1998,The Temple of Anubis,10.0,711.0,,80.0,,,https://images.brickset.com/sets/images/5988-1.jpg,2297,1579,No,No,0.0,
2564,3745,6977,1,Space,Insectoids,1998,Arachnoid Star Base,4.0,437.0,,80.0,,,https://images.brickset.com/sets/images/6977-1.jpg,911,556,No,No,0.0,
2565,4891,9139,1,Dacta,,1998,Push Train Set,2.0,74.0,,76.5,,,https://images.brickset.com/sets/images/9139-1.jpg,21,26,No,No,0.0,
2566,1265,3038,1,Technic,Competition,1998,Super Challenge,2.0,366.0,,70.0,,,https://images.brickset.com/sets/images/3038-1.jpg,246,128,No,No,0.0,
2567,3086,6198,1,Aquazone,Stingrays,1998,Stingray Stormer,4.0,408.0,,70.0,,,https://images.brickset.com/sets/images/6198-1.jpg,637,776,No,No,0.0,
2568,4179,8266,1,Technic,Competition,1998,Spyder Slayer,2.0,366.0,,70.0,,,https://images.brickset.com/sets/images/8266-1.jpg,319,120,No,No,0.0,
2569,1398,3225,1,Trains,9 V,1998,Classic Train,3.0,281.0,,66.0,,,https://images.brickset.com/sets/images/3225-1.jpg,412,805,No,No,0.0,
2570,3182,6332,1,Town,Police,1998,Command Post Central,7.0,272.0,,60.0,,,https://images.brickset.com/sets/images/6332-1.jpg,977,429,No,No,0.0,
2571,3330,6479,1,Town,Res-Q,1998,Emergency Response Center,5.0,423.0,,60.0,,,https://images.brickset.com/sets/images/6479-1.jpg,909,623,Yes,No,1.0,
2572,1335,3118,1,Scala,,1998,Fun Fashion Boutique,1.0,116.0,,54.0,,,https://images.brickset.com/sets/images/3118-1.jpg,39,29,No,No,0.0,
2573,2966,5978,1,Adventurers,Desert,1998,Sphinx Secret Surprise,7.0,347.0,,50.0,,,https://images.brickset.com/sets/images/5978-1.jpg,2649,1306,No,No,0.0,
2574,3052,6089,1,Castle,Ninja,1998,Stone Tower Bridge,5.0,409.0,,50.0,,,https://images.brickset.com/sets/images/6089-1.jpg,991,1061,No,No,0.0,
2575,3083,6180,1,Aquazone,Hydronauts,1998,Hydro Search Sub,4.0,297.0,,50.0,,,https://images.brickset.com/sets/images/6180-1.jpg,710,694,No,No,0.0,
2576,3441,6584,1,Town,Extreme Team,1998,Extreme Team Challenge,4.0,350.0,,50.0,,,https://images.brickset.com/sets/images/6584-1.jpg,782,566,No,No,0.0,
2577,3738,6969,1,Space,Insectoids,1998,Celestial Stinger,3.0,256.0,,50.0,,,https://images.brickset.com/sets/images/6969-1.jpg,1072,500,No,No,0.0,
2578,4178,8257,1,Technic,Competition,1998,Cyber Strikers,2.0,367.0,,50.0,,,https://images.brickset.com/sets/images/8257-1.jpg,925,152,No,No,0.0,
2579,4558,9730,1,Mindstorms,1.0,1998,Robo Sports,,91.0,,50.0,,,https://images.brickset.com/sets/images/9730-1.jpg,315,101,No,No,0.0,
