number,num_part_types,num_parts,parts_weight,num_missing_parts,pct_missing_parts
8779-1,109,308,398.61999999999983,6.0,0.01948051948051948
8061-1,145,365,372.16700000000014,4.0,0.010958904109589041
10811-1,15,19,238.54999999999998,1.0,0.05263157894736842
8251-1,46,98,104.96499999999999,0.0,0.0
COMCON007-1,6,7,1.17,3.0,0.42857142857142855
3833-1,101,232,214.29000000000016,3.0,0.01293103448275862
41372-1,127,251,229.01499999999993,2.0,0.00796812749003984
4683-1,7,7,62.35,2.0,0.2857142857142857
8643-1,30,56,41.17999999999999,0.0,0.0
5004816-1,2,2,0.0,2.0,1.0
79109-1,194,612,559.5000000000001,5.0,0.008169934640522876
SANDIEGO-1,6,6,0.94,3.0,0.5
30301-1,31,47,39.17999999999999,0.0,0.0
41005-1,208,534,607.4100000000007,3.0,0.0056179775280898875
70588-1,154,367,401.62000000000023,3.0,0.008174386920980926
3265-1,5,6,93.28,1.0,0.16666666666666666
7681-1,70,218,159.38500000000005,5.0,0.022935779816513763
30082-1,22,32,17.880000000000003,1.0,0.03125
4965-1,45,66,1293.7700000000002,4.0,0.06060606060606061
10801-1,11,13,127.2,0.0,0.0
5525-1,241,1376,985.9249999999998,0.0,0.0
76086-1,137,649,508.45,4.0,0.0061633281972265025
41058-1,462,1237,1284.1349999999993,4.0,0.0032336297493936943
7104-1,30,49,58.61999999999998,2.0,0.04081632653061224
10192-1,155,962,639.904,8.0,0.008316008316008316
3722-1,2,2,0.0,2.0,1.0
10759-1,74,93,145.50000000000003,2.0,0.021505376344086023
7079-1,122,318,415.277,7.0,0.0220125786163522
75885-1,101,218,144.58,1.0,0.0045871559633027525
3585-1,86,225,657.1099999999997,4.0,0.017777777777777778
10679-1,42,55,90.5,2.0,0.03636363636363636
5177-1,21,35,13.36,0.0,0.0
41015-1,238,653,909.9200000000012,3.0,0.004594180704441042
70318-1,56,98,55.09499999999998,2.0,0.02040816326530612
79003-1,222,672,647.8950000000004,6.0,0.008928571428571428
7258-1,112,341,217.095,5.0,0.01466275659824047
3606-1,6,6,82.91,1.0,0.16666666666666666
8495-1,220,606,477.60999999999973,0.0,0.0
41593-1,62,117,77.78,0.0,0.0
31055-1,38,80,37.864999999999995,0.0,0.0
9786-1,96,320,974.69,9.0,0.028125
7237-1,228,628,1330.600000000001,5.0,0.007961783439490446
COMCON002-1,47,131,156.542,3.0,0.022900763358778626
3423-1,32,52,113.85000000000002,2.0,0.038461538461538464
8537-1,40,152,145.60000000000002,0.0,0.0
6062-1,88,220,220.59,6.0,0.02727272727272727
70636-1,43,74,68.36999999999999,1.0,0.013513513513513514
4497-1,145,1000,1289.6599999999999,0.0,0.0
31025-1,156,575,503.6929999999999,2.0,0.0034782608695652175
3271-1,9,11,110.23,1.0,0.09090909090909091
8746-1,29,50,73.18,0.0,0.0
4111-1,1,2,190.0,0.0,0.0
3370-1,6,6,336.0,0.0,0.0
8688-1,30,61,110.40999999999998,0.0,0.0
60120-1,54,76,61.83,4.0,0.05263157894736842
3935-1,46,82,76.51999999999998,1.0,0.012195121951219513
4173-1,35,64,159.59999999999997,1.0,0.015625
70227-1,284,882,730.7749999999999,6.0,0.006802721088435374
2604-1,43,63,1151.8400000000001,4.0,0.06349206349206349
5105-1,1,1,6.8,0.0,0.0
75987-1,96,198,89.79099999999995,0.0,0.0
7520-1,17,104,204.67000000000002,0.0,0.0
44020-1,38,83,123.49999999999997,1.0,0.012048192771084338
4939-1,77,221,159.59000000000003,0.0,0.0
3026-1,55,1201,1592.4799999999998,0.0,0.0
42064-1,184,1364,1070.2739999999997,0.0,0.0
45509-1,1,1,19.4,0.0,0.0
4018-1,10,12,17.65,0.0,0.0
5646-1,8,9,118.5,1.0,0.1111111111111111
2067-1,21,31,76.2,0.0,0.0
1254-1,97,162,233.39,3.0,0.018518518518518517
8811-1,68,222,291.42,0.0,0.0
7772-1,89,219,179.4679999999999,2.0,0.0091324200913242
4401-1,59,116,72.16,0.0,0.0
40270-1,69,150,93.51999999999998,0.0,0.0
853651-1,17,22,15.059999999999999,3.0,0.13636363636363635
8653-1,168,1395,1366.47,0.0,0.0
60046-1,233,563,791.3400000000003,5.0,0.008880994671403197
7138-1,12,18,66.47,0.0,0.0
6348-1,149,327,321.76,3.0,0.009174311926605505
76092-1,59,95,51.316,2.0,0.021052631578947368
10738-1,47,67,78.96000000000001,1.0,0.014925373134328358
1256-1,95,170,330.01,2.0,0.011764705882352941
5339-1,19,43,381.6399999999999,1.0,0.023255813953488372
41346-1,237,606,645.3319999999995,0.0,0.0
41592-1,35,98,68.91000000000001,0.0,0.0
70801-1,81,125,78.93999999999998,3.0,0.024
8561-1,21,42,67.33000000000001,1.0,0.023809523809523808
6010-1,22,32,34.07,1.0,0.03125
8552-1,19,29,22.300000000000004,1.0,0.034482758620689655
60140-1,267,572,672.6100000000004,5.0,0.008741258741258742
6799-1,41,62,53.46999999999998,4.0,0.06451612903225806
9841-1,1,1,159.3,0.0,0.0
70646-1,54,92,113.83,1.0,0.010869565217391304
6135-1,32,54,66.72,1.0,0.018518518518518517
1101-1,1,1,43.0,0.0,0.0
8019-1,169,648,648.2850000000003,3.0,0.004629629629629629
9377-1,3,3,0.0,3.0,1.0
30017-1,25,32,26.71,1.0,0.03125
2113-1,19,21,35.99,11.0,0.5238095238095238
5042-1,21,50,14.320000000000007,0.0,0.0
5449-1,5,13,210.0,1.0,0.07692307692307693
40015-1,20,51,53.94,0.0,0.0
40187-1,31,104,58.750000000000014,0.0,0.0
70357-1,409,1391,1573.7799999999988,11.0,0.007907979870596693
5552-1,25,33,520.3899999999999,0.0,0.0
9445-1,186,482,668.4950000000001,4.0,0.008298755186721992
40098-1,23,45,27.369999999999994,0.0,0.0
8041-1,117,642,776.725,0.0,0.0
8953-1,55,162,195.33999999999997,0.0,0.0
41161-1,121,199,213.38000000000002,2.0,0.010050251256281407
30050-1,34,64,32.08,0.0,0.0
5825-1,51,58,138.751,4.0,0.06896551724137931
70334-1,47,61,31.20500000000001,1.0,0.01639344262295082
17101-1,230,876,1012.3989999999999,0.0,0.0
41510-1,28,54,23.380000000000003,0.0,0.0
70612-1,200,563,401.86500000000024,4.0,0.007104795737122558
10597-1,24,24,273.7300000000001,2.0,0.08333333333333333
5864-1,34,55,31.34,0.0,0.0
6718-1,49,67,90.59999999999997,2.0,0.029850746268656716
9567-1,22,23,41.31999999999999,11.0,0.4782608695652174
2147-1,100,176,152.2,2.0,0.011363636363636364
8190-1,121,275,374.28000000000003,2.0,0.007272727272727273
5247-1,12,71,14.855,0.0,0.0
8979-1,25,60,108.65,0.0,0.0
5133-1,37,48,23.91000000000001,0.0,0.0
1388-1,7,8,20.089999999999996,0.0,0.0
10855-1,28,56,609.4699999999999,3.0,0.05357142857142857
41325-1,143,321,374.3299999999999,2.0,0.006230529595015576
7888-1,199,485,681.1850000000001,4.0,0.008247422680412371
7017-1,103,226,233.906,2.0,0.008849557522123894
7003-1,14,21,24.09,0.0,0.0
41131-1,24,24,0.0,24.0,1.0
60130-1,329,785,1173.0080000000007,8.0,0.01019108280254777
3492-1,1,100,48.0,0.0,0.0
10175-1,157,1239,1668.2300000000007,0.0,0.0
4157-1,20,35,38.04,0.0,0.0
10902-1,26,39,447.15000000000003,3.0,0.07692307692307693
10725-1,106,169,245.04999999999998,3.0,0.01775147928994083
41349-1,209,373,293.7500000000001,2.0,0.005361930294906166
9557-1,18,24,6.8500000000000005,6.0,0.25
75125-1,33,86,46.97999999999999,1.0,0.011627906976744186
76038-1,227,548,628.6349999999999,6.0,0.010948905109489052
75913-1,308,953,1240.1450000000016,6.0,0.0062959076600209865
7131-1,57,122,123.83,3.0,0.02459016393442623
4971-1,30,37,777.45,2.0,0.05405405405405406
7195-1,40,73,54.69999999999998,4.0,0.0547945205479452
5521-1,160,416,372.21999999999986,0.0,0.0
8885-1,1,1,40.0,0.0,0.0
4084-1,12,45,323.82,0.0,0.0
5225-1,2,2,58.0,0.0,0.0
7167-1,11,19,63.06,0.0,0.0
6102-1,15,16,4.0,6.0,0.375
10112-1,1,25,73.25,0.0,0.0
8070-1,187,1348,1458.074999999999,0.0,0.0
41313-1,272,644,614.0600000000009,2.0,0.003105590062111801
3327-1,19,28,437.39,3.0,0.10714285714285714
7470-1,203,854,813.5050000000001,1.0,0.00117096018735363
3936-1,49,88,71.37,1.0,0.011363636363636364
41075-1,200,532,480.982,3.0,0.005639097744360902
6251-1,14,17,8.85,5.0,0.29411764705882354
8683-2,16,16,0.0,16.0,1.0
8374-1,69,116,160.13500000000005,2.0,0.017241379310344827
41184-1,190,374,258.277,4.0,0.0106951871657754
6039-1,35,71,67.24999999999999,2.0,0.028169014084507043
5598-1,44,52,908.61,3.0,0.057692307692307696
3450-1,55,2903,5102.374999999999,0.0,0.0
4828-1,38,55,770.4399999999999,3.0,0.05454545454545454
5679-1,10,10,96.11000000000001,1.0,0.1
801-2,13,82,142.12,0.0,0.0
10532-1,30,41,486.1600000000001,2.0,0.04878048780487805
2160-1,57,106,166.89,1.0,0.009433962264150943
70212-1,52,100,156.32999999999996,0.0,0.0
3200-1,36,39,104.66,5.0,0.1282051282051282
345-2,38,135,350.18000000000006,0.0,0.0
2129-1,33,70,80.57000000000001,0.0,0.0
1405-1,3,3,37.0,1.0,0.3333333333333333
6742-1,34,75,58.910000000000004,0.0,0.0
6774-1,84,133,194.65000000000006,2.0,0.015037593984962405
75934-1,87,166,114.85300000000001,3.0,0.018072289156626505
8119-1,45,67,51.410000000000004,0.0,0.0
8016-1,77,242,284.25499999999994,3.0,0.012396694214876033
70661-1,22,110,48.550000000000004,1.0,0.00909090909090909
2833-1,27,35,304.90000000000003,3.0,0.08571428571428572
8076-1,91,267,175.48500000000004,1.0,0.003745318352059925
10042-1,10,37,20.16,0.0,0.0
41637-1,68,145,86.633,0.0,0.0
5984-1,162,421,415.23999999999984,3.0,0.007125890736342043
75975-1,294,729,737.0400000000003,4.0,0.0054869684499314125
9465-1,180,476,413.79999999999995,4.0,0.008403361344537815
1776-1,40,950,1154.4200000000003,0.0,0.0
7038-1,77,154,152.49000000000004,4.0,0.025974025974025976
7622-1,98,292,295.97499999999997,4.0,0.0136986301369863
4432-1,116,230,251.43999999999988,2.0,0.008695652173913044
8796-1,20,43,121.83,0.0,0.0
2063-1,22,32,73.96000000000001,0.0,0.0
9491-1,65,128,121.1,4.0,0.03125
5829-1,35,56,786.6799999999998,3.0,0.05357142857142857
65743-1,3,3,0.0,3.0,1.0
21009-1,58,561,447.97999999999996,0.0,0.0
8156-1,142,644,698.4950000000001,0.0,0.0
4437-1,71,143,243.12999999999997,2.0,0.013986013986013986
2949-1,17,23,643.06,1.0,0.043478260869565216
853176-1,16,20,14.810000000000002,3.0,0.15
40067-1,19,40,21.78,0.0,0.0
5575-1,11,45,405.56,0.0,0.0
5057-1,14,27,11.639999999999999,0.0,0.0
30230-1,19,26,12.910000000000002,1.0,0.038461538461538464
41355-1,47,94,64.20999999999998,1.0,0.010638297872340425
8522-1,24,35,122.97000000000001,0.0,0.0
6816-1,16,19,13.049999999999999,1.0,0.05263157894736842
7414-1,76,112,254.76000000000008,8.0,0.07142857142857142
70143-1,162,435,351.527,3.0,0.006896551724137931
41017-1,29,53,32.81999999999999,0.0,0.0
41452-1,54,78,73.48499999999999,3.0,0.038461538461538464
71230-1,41,73,32.66000000000001,1.0,0.0136986301369863
8656-1,31,60,40.78000000000001,0.0,0.0
4134-1,62,258,642.79,0.0,0.0
3446-1,1,25,20.5,0.0,0.0
75956-1,222,511,425.8850000000002,6.0,0.011741682974559686
8132-1,32,55,47.81,0.0,0.0
2598-1,1,1,299.0,0.0,0.0
10845-1,20,24,377.03999999999996,3.0,0.125
9478-1,35,53,41.12,0.0,0.0
41341-1,72,96,66.94999999999999,1.0,0.010416666666666666
9670-1,1,1,54.0,0.0,0.0
8969-1,150,344,416.8999999999999,2.0,0.005813953488372093
8901-1,27,47,117.39,0.0,0.0
3090-1,23,28,438.60999999999996,5.0,0.17857142857142858
6979-1,124,283,524.19,3.0,0.01060070671378092
9274-1,6,260,243.6,0.0,0.0
75157-1,363,1015,972.8800000000005,5.0,0.0049261083743842365
10858-1,16,18,221.12,0.0,0.0
5581-1,258,828,899.7699999999999,0.0,0.0
7139-1,71,116,84.44499999999998,4.0,0.034482758620689655
4669-1,38,55,285.83000000000004,2.0,0.03636363636363636
71000-1,16,16,0.0,16.0,1.0
8685-1,26,57,131.71,0.0,0.0
4408-1,97,206,277.35999999999996,0.0,0.0
76110-1,86,158,216.66000000000003,3.0,0.0189873417721519
7841-1,25,28,457.4,3.0,0.10714285714285714
9630-1,96,276,382.33000000000015,24.0,0.08695652173913043
637-1,2,3,0.0,3.0,1.0
3584-1,30,45,69.52,1.0,0.022222222222222223
1782-1,191,322,532.1000000000001,5.0,0.015527950310559006
75004-1,151,393,381.0550000000003,3.0,0.007633587786259542
76073-1,48,92,48.67000000000001,2.0,0.021739130434782608
21004-1,63,221,252.22000000000003,0.0,0.0
7283-1,159,570,533.1999999999998,4.0,0.007017543859649123
2045-1,6,13,26.74,0.0,0.0
4924-1,24,24,0.0,24.0,1.0
8563-1,21,42,65.87,1.0,0.023809523809523808
1193-1,23,44,541.41,2.0,0.045454545454545456
8577-1,22,43,66.37,2.0,0.046511627906976744
4137-1,50,131,336.7300000000001,0.0,0.0
7961-1,174,498,579.8200000000002,4.0,0.008032128514056224
8457-1,163,991,1793.705,5.0,0.005045408678102927
6266-1,53,96,144.02000000000004,3.0,0.03125
4130-1,19,37,69.88,0.0,0.0
3478-1,1,25,80.25,0.0,0.0
4587-1,98,205,435.19,2.0,0.00975609756097561
10736-1,60,89,166.42999999999998,2.0,0.02247191011235955
6540-1,172,358,505.32999999999964,4.0,0.0111731843575419
6711-1,7,8,2.4800000000000004,4.0,0.5
8060-1,112,211,192.05999999999995,3.0,0.014218009478672985
41307-1,56,95,54.57499999999999,1.0,0.010526315789473684
71221-1,29,44,20.580000000000005,1.0,0.022727272727272728
3563-1,10,12,13.98,9.0,0.75
41340-1,354,782,731.4320000000005,3.0,0.0038363171355498722
70172-1,186,471,513.4849999999999,4.0,0.008492569002123142
9917-1,1,1,0.0,1.0,1.0
5277-1,8,13,3.74,0.0,0.0
75042-1,147,443,463.8900000000002,4.0,0.009029345372460496
4441-1,147,339,332.00199999999995,2.0,0.0058997050147492625
7631-1,97,213,315.8549999999999,1.0,0.004694835680751174
8735-1,40,68,192.89000000000001,0.0,0.0
70675-1,191,451,409.705,5.0,0.011086474501108648
10019-1,255,1758,3208.565000000001,1.0,0.0005688282138794084
454-1,3,3,301.0,0.0,0.0
2305-1,1,1,299.0,0.0,0.0
3315-1,275,758,945.1700000000004,3.0,0.00395778364116095
4838-1,40,90,53.12999999999999,0.0,0.0
75970-1,78,131,104.59999999999997,2.0,0.015267175572519083
70599-1,65,105,49.010000000000005,2.0,0.01904761904761905
5202-1,2,8,24.240000000000002,0.0,0.0
10260-1,557,2573,2134.859999999995,6.0,0.002331908278274388
10709-1,44,65,45.346000000000004,0.0,0.0
41542-1,29,53,30.257999999999996,0.0,0.0
6554-1,118,255,552.3099999999998,4.0,0.01568627450980392
7078-1,56,93,121.72999999999999,4.0,0.043010752688172046
6161-1,86,234,302.89,0.0,0.0
75113-1,49,86,119.64,0.0,0.0
40030-1,27,56,37.379999999999995,0.0,0.0
8314-1,11,16,203.46,1.0,0.0625
9279-1,3,9,275.94,0.0,0.0
6355-1,58,140,220.00000000000003,1.0,0.007142857142857143
60148-1,132,263,307.24999999999994,2.0,0.0076045627376425855
1596-1,24,29,39.48199999999999,2.0,0.06896551724137931
79014-1,201,813,701.31,8.0,0.00984009840098401
8291-1,78,262,303.97999999999996,0.0,0.0
7121-1,25,67,65.32000000000001,4.0,0.05970149253731343
4105-3,117,512,551.6599999999999,1.0,0.001953125
2000409-1,1,100,0.0,100.0,1.0
1802-1,17,20,13.44,1.0,0.05
9471-1,103,250,213.92499999999995,6.0,0.024
31057-1,62,106,74.82999999999998,0.0,0.0
6581-1,65,134,169.35,2.0,0.014925373134328358
1363-1,15,27,17.32,2.0,0.07407407407407407
5987-1,224,626,1088.9010000000005,6.0,0.009584664536741214
10771-1,50,91,152.75,2.0,0.02197802197802198
10743-1,51,79,105.17,3.0,0.0379746835443038
30200-1,21,37,22.660000000000004,1.0,0.02702702702702703
3830-1,101,235,249.53999999999996,3.0,0.01276595744680851
6125-1,19,26,33.1,1.0,0.038461538461538464
3033-1,54,1200,1590.16,0.0,0.0
852535-1,5,5,0.0,5.0,1.0
5621-1,13,17,13.57,1.0,0.058823529411764705
76042-1,516,3085,3555.689999999996,17.0,0.005510534846029173
3429-1,57,80,132.35000000000002,2.0,0.025
1255-1,69,144,225.62999999999994,2.0,0.013888888888888888
4615-1,19,25,47.38999999999999,1.0,0.04
8642-1,31,51,47.714999999999996,0.0,0.0
31032-1,60,226,130.32999999999996,0.0,0.0
75947-1,208,495,402.74699999999984,6.0,0.012121212121212121
6966-1,20,40,25.294999999999998,0.0,0.0
7510-1,23,89,116.81999999999998,0.0,0.0
7906-1,100,199,685.7500000000001,3.0,0.01507537688442211
5416-1,24,34,317.61999999999995,0.0,0.0
41487-1,45,106,74.81000000000002,0.0,0.0
