number,num_part_types,num_parts,parts_weight,num_missing_parts,pct_missing_parts
4093-1,127,328,340.815,0.0,0.0
70126-1,51,130,67.53,2.0,0.015384615384615385
8475-1,76,301,1164.9600000000003,2.0,0.006644518272425249
COMCON008-1,6,8,2.9600000000000004,3.0,0.375
10863-1,29,34,479.55,0.0,0.0
7498-1,298,914,1506.9450000000008,6.0,0.006564551422319475
7147-1,29,48,92.13000000000001,0.0,0.0
42074-1,106,353,317.41499999999996,0.0,0.0
71209-1,22,43,23.86,1.0,0.023255813953488372
30166-1,18,36,20.21,1.0,0.027777777777777776
10050-1,4,34,47.5,0.0,0.0
40201-1,66,159,84.69499999999995,0.0,0.0
6482-1,96,194,206.94000000000003,3.0,0.015463917525773196
4519-1,2,2,52.0,0.0,0.0
4429-1,197,458,663.1750000000002,4.0,0.008733624454148471
44006-1,25,53,82.00999999999999,0.0,0.0
5639-1,46,71,1285.36,5.0,0.07042253521126761
10766-1,35,71,90.52,1.0,0.014084507042253521
6596-1,76,134,144.19,1.0,0.007462686567164179
70610-1,135,343,211.58499999999995,4.0,0.011661807580174927
70101-1,56,101,82.66000000000001,6.0,0.0594059405940594
7970-1,61,92,270.85,0.0,0.0
75085-1,62,161,130.95000000000002,3.0,0.018633540372670808
8724-1,12,22,41.36999999999999,0.0,0.0
44002-1,30,48,84.8,0.0,0.0
41126-1,236,613,718.3200000000006,2.0,0.0032626427406199023
3180-1,126,272,377.78,1.0,0.003676470588235294
6328-1,51,106,175.98000000000002,2.0,0.018867924528301886
6508-1,23,34,25.29,1.0,0.029411764705882353
3611-1,12,13,254.39,1.0,0.07692307692307693
41101-1,488,1669,1725.9150000000006,5.0,0.0029958058717795086
40094-1,27,51,37.12,0.0,0.0
5380-1,25,71,634.56,1.0,0.014084507042253521
41560-1,36,70,35.64,0.0,0.0
76114-1,146,433,243.79999999999998,4.0,0.009237875288683603
8728-1,26,46,118.74000000000001,0.0,0.0
TORONTO-3,6,6,0.89,3.0,0.5
76125-1,158,513,421.0050000000002,6.0,0.011695906432748537
3447-1,1,25,61.0,0.0,0.0
2303-1,2,2,110.6,0.0,0.0
4605-1,22,38,170.31,2.0,0.05263157894736842
70638-1,126,272,202.806,2.0,0.007352941176470588
3778-1,29,48,814.5600000000002,2.0,0.041666666666666664
8625-1,59,188,225.81499999999997,0.0,0.0
4982-1,184,429,586.2900000000005,4.0,0.009324009324009324
65771-1,6,6,0.0,6.0,1.0
8162-1,66,120,200.81000000000006,0.0,0.0
41326-1,24,24,0.0,24.0,1.0
70206-1,28,51,122.27999999999997,0.0,0.0
853340-1,13,13,58.39,2.0,0.15384615384615385
8014-1,41,70,43.60999999999999,4.0,0.05714285714285714
70815-1,247,880,891.4250000000002,8.0,0.00909090909090909
11-2,13,32,86.99000000000001,0.0,0.0
70006-1,201,630,1047.0099999999998,6.0,0.009523809523809525
7713-1,179,694,803.06,4.0,0.005763688760806916
8472-1,83,361,808.525,0.0,0.0
70137-1,48,93,76.73000000000002,6.0,0.06451612903225806
4840-1,193,602,624.1900000000006,6.0,0.009966777408637873
5390-1,14,15,22.65,0.0,0.0
10868-1,31,59,580.2099999999999,2.0,0.03389830508474576
8930-1,24,38,58.11000000000001,0.0,0.0
4842-1,328,1372,1444.9399999999994,11.0,0.008017492711370262
9320-1,143,677,1276.1900000000007,0.0,0.0
44024-1,30,56,56.820000000000014,1.0,0.017857142857142856
852697-1,5,5,0.0,5.0,1.0
6915-1,99,237,281.15,2.0,0.008438818565400843
4855-1,105,298,308.39,4.0,0.013422818791946308
7467-1,76,189,203.21500000000006,1.0,0.005291005291005291
9443-1,154,338,284.95600000000024,3.0,0.008875739644970414
21017-1,115,1335,914.7199999999997,0.0,0.0
8696-1,28,57,103.325,0.0,0.0
8365-1,63,210,688.8000000000002,0.0,0.0
5539-1,120,491,662.61,0.0,0.0
75128-1,37,92,60.42,1.0,0.010869565217391304
21029-1,119,800,438.24200000000013,0.0,0.0
10574-1,22,24,321.91999999999996,0.0,0.0
8163-1,70,130,198.38000000000002,0.0,0.0
40273-1,57,124,91.14999999999998,0.0,0.0
3125-1,11,18,176.78,1.0,0.05555555555555555
41016-1,24,24,0.0,24.0,1.0
3028-1,136,844,1039.6999999999991,0.0,0.0
2734-1,1,6,118.02000000000001,0.0,0.0
60033-1,70,122,122.14999999999998,1.0,0.00819672131147541
7332-1,29,33,417.56,2.0,0.06060606060606061
4750-1,29,37,63.83100000000001,1.0,0.02702702702702703
8258-1,222,1990,2529.5799999999995,0.0,0.0
42039-1,187,1272,1594.0149999999994,0.0,0.0
853744-1,22,38,16.39,3.0,0.07894736842105263
1383-1,31,46,42.79,2.0,0.043478260869565216
45303-1,1,1,34.0,0.0,0.0
75024-1,134,371,380.15500000000003,3.0,0.008086253369272238
75890-1,84,212,142.33,3.0,0.014150943396226415
4960-1,80,126,2080.3600000000006,5.0,0.03968253968253968
9693-1,1,1,127.5,0.0,0.0
4563-1,165,503,1949.1899999999996,3.0,0.005964214711729622
10683-1,69,136,244.73,2.0,0.014705882352941176
4502-1,186,559,548.5000000000002,3.0,0.005366726296958855
70313-1,104,191,164.60099999999983,2.0,0.010471204188481676
8088-1,137,417,524.5050000000003,4.0,0.009592326139088728
8376-1,85,276,1086.6850000000004,2.0,0.007246376811594203
60018-1,112,245,264.62000000000006,2.0,0.00816326530612245
65535-1,7,7,0.0,7.0,1.0
5637-1,13,13,241.96999999999997,1.0,0.07692307692307693
76103-1,171,418,382.4600000000001,5.0,0.011961722488038277
70707-1,179,456,368.01999999999964,2.0,0.0043859649122807015
60133-1,24,24,0.0,24.0,1.0
10617-1,19,26,459.68,2.0,0.07692307692307693
8164-1,62,104,159.00000000000006,0.0,0.0
41595-1,64,148,103.1,0.0,0.0
31020-1,87,226,162.14000000000004,0.0,0.0
6565-1,28,83,147.54,3.0,0.03614457831325301
2506-1,173,536,906.7450000000002,4.0,0.007462686567164179
40042-1,12,25,16.16,0.0,0.0
75110-1,41,86,126.35000000000002,0.0,0.0
8419-1,80,311,254.4699999999999,0.0,0.0
10504-1,38,64,656.43,3.0,0.046875
4798-1,13,16,10.549999999999999,1.0,0.0625
44017-1,49,80,136.45999999999998,3.0,0.0375
41239-1,380,1142,958.8950000000009,3.0,0.002626970227670753
6236-1,31,44,35.92999999999999,1.0,0.022727272727272728
42008-1,181,1334,1382.3549999999989,0.0,0.0
6831-1,22,32,36.779999999999994,1.0,0.03125
5868-1,87,421,342.99999999999994,0.0,0.0
31021-1,108,300,184.42999999999986,0.0,0.0
70705-1,218,755,689.2460000000004,4.0,0.005298013245033113
75032-1,39,98,51.61000000000001,1.0,0.01020408163265306
8638-1,185,396,453.20000000000016,0.0,0.0
8154-1,354,1181,1215.6500000000008,0.0,0.0
8617-1,19,32,81.29,0.0,0.0
1261-1,12,13,119.94999999999999,3.0,0.23076923076923078
3551-1,22,80,253.31,0.0,0.0
60143-1,185,409,405.32,4.0,0.009779951100244499
40306-1,75,233,107.08999999999997,1.0,0.004291845493562232
75202-1,313,765,577.6550000000003,5.0,0.006535947712418301
21115-1,92,418,560.8399999999999,2.0,0.004784688995215311
41121-1,150,347,286.0810000000001,2.0,0.005763688760806916
3536-1,48,88,208.11999999999995,2.0,0.022727272727272728
41489-1,2,2,0.0,2.0,1.0
70354-1,156,396,344.66999999999996,4.0,0.010101010101010102
5488-1,43,102,830.7400000000001,2.0,0.0196078431372549
70132-1,173,451,373.76000000000005,3.0,0.0066518847006651885
10082-1,24,70,58.199999999999996,0.0,0.0
10841-1,40,61,812.01,4.0,0.06557377049180328
75079-1,42,90,51.11,4.0,0.044444444444444446
42060-1,101,387,294.59,0.0,0.0
8428-1,110,481,684.1699999999998,1.0,0.002079002079002079
70609-1,162,346,317.89500000000015,4.0,0.011560693641618497
70913-1,99,150,86.74000000000005,2.0,0.013333333333333334
8248-1,64,236,316.7,1.0,0.00423728813559322
76018-1,175,411,439.83000000000015,6.0,0.014598540145985401
6035-1,29,47,55.32,2.0,0.0425531914893617
75192-1,745,7681,7210.767999999998,8.0,0.0010415310506444472
2963-1,39,85,110.59999999999997,1.0,0.011764705882352941
3644-1,12,12,46.3,2.0,0.16666666666666666
6091-1,160,512,1143.2099999999994,8.0,0.015625
76119-1,127,360,282.67700000000013,6.0,0.016666666666666666
8375-1,115,233,384.47,14.0,0.060085836909871244
7133-1,131,252,256.585,3.0,0.011904761904761904
30111-1,19,37,16.869999999999997,1.0,0.02702702702702703
71020-1,20,20,0.0,20.0,1.0
40039-1,9,18,14.1,0.0,0.0
5003166-1,6,30,20.95,0.0,0.0
44026-1,39,78,102.895,1.0,0.01282051282051282
6463-1,24,38,39.79,1.0,0.02631578947368421
5504-1,18,34,255.98999999999995,3.0,0.08823529411764706
2281-1,35,49,939.7000000000002,3.0,0.061224489795918366
42061-1,88,273,341.66500000000025,0.0,0.0
8777-1,27,38,41.99999999999999,5.0,0.13157894736842105
5928-1,40,72,79.64999999999998,1.0,0.013888888888888888
60010-2,146,259,348.05999999999995,2.0,0.007722007722007722
4619-1,45,77,404.0799999999999,3.0,0.03896103896103896
30225-1,31,39,31.540000000000003,1.0,0.02564102564102564
60099-1,24,24,0.0,24.0,1.0
5603-1,8,8,96.4,2.0,0.25
75081-1,118,261,244.71500000000003,2.0,0.007662835249042145
41512-1,38,74,39.55099999999999,0.0,0.0
76112-1,121,334,537.8499999999999,1.0,0.0029940119760479044
8426-1,93,181,187.48999999999998,0.0,0.0
2761-1,19,43,364.62999999999994,2.0,0.046511627906976744
4200-1,74,126,120.24000000000001,1.0,0.007936507936507936
5810-1,20,24,31.77,1.0,0.041666666666666664
7508-1,39,130,42.60999999999999,2.0,0.015384615384615385
850842-1,24,41,65.82000000000001,1.0,0.024390243902439025
8423-1,81,155,124.57000000000001,0.0,0.0
45517-1,1,1,98.0,0.0,0.0
7194-1,105,1079,1442.6199999999994,0.0,0.0
5615-1,14,20,9.07,1.0,0.05
5321-1,10,10,57.39999999999999,0.0,0.0
7712-1,122,310,310.77500000000015,1.0,0.0032258064516129032
1628-1,18,63,48.95,0.0,0.0
21131-1,120,455,537.0800000000005,3.0,0.006593406593406593
70672-1,101,215,132.14999999999998,3.0,0.013953488372093023
3225-1,99,290,616.1899999999999,3.0,0.010344827586206896
41614-1,96,246,158.5299999999999,0.0,0.0
NEWARK-1,33,133,80.78999999999999,0.0,0.0
9573-1,18,19,41.21,6.0,0.3157894736842105
44021-1,44,94,160.17000000000002,2.0,0.02127659574468085
10064-1,8,84,54.68000000000001,0.0,0.0
9628-1,3,3,94.0,0.0,0.0
8357-1,62,110,161.85999999999999,1.0,0.00909090909090909
40003-1,18,46,40.13,0.0,0.0
4608-1,43,78,326.1499999999999,3.0,0.038461538461538464
10723-1,50,69,81.66999999999999,1.0,0.014492753623188406
3184-1,137,337,317.55000000000007,2.0,0.005934718100890208
5359-1,14,27,294.28999999999996,1.0,0.037037037037037035
71234-1,37,61,25.160000000000004,1.0,0.01639344262295082
21144-1,184,575,616.6000000000003,4.0,0.006956521739130435
4593-1,55,88,75.74000000000001,0.0,0.0
8630-1,169,376,450.4659999999998,3.0,0.007978723404255319
7991-1,100,238,244.65999999999997,1.0,0.004201680672268907
6886-1,56,114,90.88999999999997,2.0,0.017543859649122806
6722-1,11,19,93.9,0.0,0.0
800-2,11,62,110.32,0.0,0.0
850617-1,16,22,8.23,4.0,0.18181818181818182
10124-1,128,685,799.2750000000001,0.0,0.0
6012-1,26,46,26.050000000000004,2.0,0.043478260869565216
2075-1,11,14,25.599999999999994,0.0,0.0
8759-1,194,886,1338.5220000000004,14.0,0.01580135440180587
9534-1,54,271,722.4,13.0,0.04797047970479705
8430-1,98,327,307.5200000000001,0.0,0.0
7594-1,140,528,592.21,3.0,0.005681818181818182
10762-1,67,89,92.39999999999999,2.0,0.02247191011235955
21020-1,96,743,462.43,0.0,0.0
40180-1,67,179,78.24000000000002,0.0,0.0
6017-1,22,38,27.93,2.0,0.05263157894736842
PARAMUS-1,31,73,69.5,0.0,0.0
6425-1,30,38,46.40999999999999,1.0,0.02631578947368421
3618-1,36,57,1247.6,4.0,0.07017543859649122
8651-1,77,268,611.0999999999998,0.0,0.0
1362-1,23,25,18.25,2.0,0.08
76056-1,137,275,317.13000000000005,4.0,0.014545454545454545
7251-1,26,40,45.819999999999986,3.0,0.075
40348-1,93,165,107.62500000000003,0.0,0.0
4822-1,14,14,118.91,2.0,0.14285714285714285
7469-1,147,433,325.8050000000001,1.0,0.0023094688221709007
9441-1,105,204,173.26700000000002,2.0,0.00980392156862745
2699-1,51,71,1430.6200000000001,4.0,0.056338028169014086
1070-1,14,17,15.22,1.0,0.058823529411764705
5654-1,14,14,118.35,2.0,0.14285714285714285
41150-1,152,324,238.64999999999992,2.0,0.006172839506172839
31031-1,78,228,125.02499999999999,0.0,0.0
4548-1,6,6,1514.5,0.0,0.0
2795-1,22,36,353.84999999999997,2.0,0.05555555555555555
4610-1,47,97,689.95,4.0,0.041237113402061855
8255-1,60,211,186.01999999999998,2.0,0.009478672985781991
60079-1,207,484,471.69000000000005,3.0,0.006198347107438017
5004077-1,6,9,6.2700000000000005,4.0,0.4444444444444444
75119-1,60,111,137.79999999999998,0.0,0.0
20217-1,3,3,0.0,3.0,1.0
4280-1,19,39,74.47999999999999,0.0,0.0
75199-1,77,155,146.74999999999997,2.0,0.012903225806451613
7590-1,56,98,187.105,2.0,0.02040816326530612
70747-1,111,252,247.46500000000003,3.0,0.011904761904761904
70500-1,59,121,93.74,2.0,0.01652892561983471
9678-1,37,87,91.76,1.0,0.011494252873563218
30244-1,25,48,29.74,0.0,0.0
8312-1,10,13,124.52000000000001,0.0,0.0
10111-1,1,10,86.19999999999999,0.0,0.0
5486-1,26,91,701.7099999999998,0.0,0.0
6083-1,74,238,254.01999999999992,6.0,0.025210084033613446
40037-1,30,44,24.316,0.0,0.0
41074-1,166,347,284.58200000000005,2.0,0.005763688760806916
8608-1,13,27,40.61,0.0,0.0
70410-1,101,165,179.03999999999996,3.0,0.01818181818181818
3808-1,60,238,484.325,1.0,0.004201680672268907
8897-1,131,221,235.30799999999994,2.0,0.00904977375565611
5919-1,91,162,245.48,4.0,0.024691358024691357
4119-1,53,234,417.1900000000001,0.0,0.0
4979-1,7,7,183.49,1.0,0.14285714285714285
9738-1,1,1,56.05,0.0,0.0
41039-1,260,792,823.0140000000007,2.0,0.0025252525252525255
71231-1,46,61,28.650000000000006,1.0,0.01639344262295082
2069-1,8,15,25.999999999999996,0.0,0.0
31086-1,71,165,109.13299999999998,0.0,0.0
1390-1,7,8,22.589999999999996,0.0,0.0
2433-1,10,10,217.37,2.0,0.2
3806-1,59,245,396.455,1.0,0.004081632653061225
7165-1,11,19,62.56000000000001,0.0,0.0
6429-1,32,39,224.68999999999997,2.0,0.05128205128205128
60183-1,170,330,392.77999999999986,2.0,0.006060606060606061
853776-1,27,33,35.18,1.0,0.030303030303030304
2258-1,37,73,37.605000000000004,2.0,0.0273972602739726
30474-1,32,81,30.409999999999993,0.0,0.0
6105-1,15,17,19.150000000000006,5.0,0.29411764705882354
4720-1,96,209,210.98000000000002,2.0,0.009569377990430622
7648-1,79,143,162.17999999999998,2.0,0.013986013986013986
10026-1,97,200,340.33,0.0,0.0
70644-1,54,92,101.06000000000002,2.0,0.021739130434782608
4108-1,1,2,194.0,0.0,0.0
5808-1,124,222,1077.2659999999994,8.0,0.036036036036036036
10402-1,106,197,122.33,1.0,0.005076142131979695
7900-1,130,388,689.6099999999999,1.0,0.002577319587628866
6468-1,27,47,67.22,2.0,0.0425531914893617
70359-1,133,262,159.14999999999998,2.0,0.007633587786259542
7301-1,16,27,13.720000000000002,1.0,0.037037037037037035
6663-1,54,82,75.48999999999998,1.0,0.012195121951219513
5932-1,78,240,370.79,1.0,0.004166666666666667
5002126-1,1,1,0.0,1.0,1.0
2003-1,13,78,1953.4299999999998,2.0,0.02564102564102564
71306-1,54,96,129.79500000000002,0.0,0.0
5425-1,5,5,27.0,4.0,0.8
30496-1,39,61,23.520000000000003,0.0,0.0
78800-1,3,3,0.0,3.0,1.0
3475-1,1,50,121.0,0.0,0.0
3469-1,1,50,82.0,0.0,0.0
6469-1,3,3,0.0,3.0,1.0
21015-1,47,353,229.66499999999994,0.0,0.0
1995-1,6,11,23.14,0.0,0.0
7200-1,18,24,31.4,2.0,0.08333333333333333
4590-1,24,34,22.419999999999998,0.0,0.0
70363-1,42,64,54.57,1.0,0.015625
8108-1,209,998,1512.9750000000004,13.0,0.013026052104208416
5833-1,34,41,140.0,3.0,0.07317073170731707
10190-1,202,1274,1393.6599999999994,3.0,0.002354788069073783
10729-1,82,124,152.90000000000003,2.0,0.016129032258064516
70403-1,186,395,551.751,5.0,0.012658227848101266
7416-1,83,173,185.13,6.0,0.03468208092485549
8494-1,94,287,407.4050000000002,0.0,0.0
31087-1,70,155,169.51999999999998,0.0,0.0
70782-1,38,72,88.47000000000001,0.0,0.0
71264-1,75,158,116.83899999999997,2.0,0.012658227848101266
75082-1,126,371,322.0699999999999,3.0,0.008086253369272238
10865-1,52,70,616.8500000000001,0.0,0.0
40388-1,66,96,42.52999999999999,0.0,0.0
1019-1,20,20,154.15,0.0,0.0
4215-1,67,268,632.0099999999998,0.0,0.0
76080-1,166,334,287.42,5.0,0.014970059880239521
71022-1,22,22,0.0,22.0,1.0
3350-1,12,16,17.76,6.0,0.375
75189-1,314,1384,1137.864000000001,5.0,0.0036127167630057803
COMCON033-1,47,127,72.955,1.0,0.007874015748031496
4121-1,65,178,404.43000000000006,3.0,0.016853932584269662
5887-1,220,847,1353.4,4.0,0.004722550177095631
10903-1,48,76,797.0499999999998,2.0,0.02631578947368421
40197-1,70,143,75.345,2.0,0.013986013986013986
2282-1,54,178,237.47499999999994,0.0,0.0
40061-1,16,40,36.34799999999999,0.0,0.0
71218-1,23,42,20.160000000000004,1.0,0.023809523809523808
8678-1,113,214,284.53000000000003,0.0,0.0
7170-2,11,17,63.25999999999999,0.0,0.0
8113-1,99,185,280.1599999999999,5.0,0.02702702702702703
5176-1,12,19,24.369999999999997,0.0,0.0
4010-1,48,78,344.6600000000001,2.0,0.02564102564102564
8397-1,14,14,6.18,1.0,0.07142857142857142
79105-1,166,411,340.67,5.0,0.012165450121654502
8092-1,63,154,116.78,6.0,0.03896103896103896
1457-1,3,3,254.0,0.0,0.0
10618-1,40,70,572.2,2.0,0.02857142857142857
3270-1,96,130,2037.5900000000006,4.0,0.03076923076923077
70173-1,329,1237,1306.2060000000004,6.0,0.004850444624090542
21311-1,524,2380,1683.5699999999993,0.0,0.0
4344-1,9,9,148.79999999999995,0.0,0.0
3156-1,3,3,0.0,3.0,1.0
70155-1,38,69,71.89999999999999,6.0,0.08695652173913043
79102-1,90,167,169.49999999999997,3.0,0.017964071856287425
6846-1,36,67,43.999999999999986,1.0,0.014925373134328358
41123-1,62,99,67.44999999999999,1.0,0.010101010101010102
5547-1,22,34,424.11999999999995,1.0,0.029411764705882353
76023-1,337,1922,2587.2600000000007,2.0,0.001040582726326743
5657-1,14,18,185.58999999999997,1.0,0.05555555555555555
3451-1,197,587,691.3349999999998,0.0,0.0
60035-1,192,404,504.02999999999986,3.0,0.007425742574257425
1352-1,101,235,321.44,4.0,0.01702127659574468
7151-1,75,241,355.0200000000001,1.0,0.004149377593360996
41031-1,53,123,68.4,1.0,0.008130081300813009
41533-1,28,49,31.67600000000001,0.0,0.0
9541-1,51,104,907.9199999999998,6.0,0.057692307692307696
71348-1,39,67,28.105999999999995,1.0,0.014925373134328358
6390-1,154,565,947.2799999999999,8.0,0.01415929203539823
10758-1,92,145,584.8699999999997,3.0,0.020689655172413793
4101-1,182,496,457.39000000000027,0.0,0.0
9516-1,198,742,1069.3100000000004,10.0,0.013477088948787063
79005-1,57,112,102.09000000000002,2.0,0.017857142857142856
6836-1,27,40,31.040000000000003,1.0,0.025
2909-1,14,16,265.08,1.0,0.0625
5432-1,3,3,254.0,0.0,0.0
6353-1,102,182,194.28,2.0,0.01098901098901099
41301-1,86,156,142.32000000000002,1.0,0.00641025641025641
10518-1,33,43,483.05,2.0,0.046511627906976744
ORLANDPARK-1,38,65,34.315000000000005,0.0,0.0
8012-1,79,401,254.80499999999992,0.0,0.0
76081-1,194,477,400.91999999999996,7.0,0.014675052410901468
70503-1,98,252,220.42999999999998,3.0,0.011904761904761904
9171-1,24,24,0.0,24.0,1.0
626-1,1,1,107.0,0.0,0.0
8287-1,45,97,172.63999999999996,0.0,0.0
60220-1,51,92,208.9600000000001,2.0,0.021739130434782608
30014-1,29,33,24.530000000000012,1.0,0.030303030303030304
9798-1,1,1,107.73,0.0,0.0
8701-1,57,139,303.71000000000004,0.0,0.0
2862-1,8,8,81.5,0.0,0.0
10860-1,6,6,77.38,0.0,0.0
70700-1,44,84,46.05500000000001,2.0,0.023809523809523808
76096-1,115,205,145.14000000000004,2.0,0.00975609756097561
7901-1,20,27,45.400000000000006,1.0,0.037037037037037035
42057-1,86,208,133.89999999999998,0.0,0.0
42093-1,113,590,487.0750000000001,0.0,0.0
10700-1,1,1,107.0,0.0,0.0
75040-1,79,264,150.855,2.0,0.007575757575757576
10066-1,32,32,19.37,1.0,0.03125
8948-1,8,14,56.97,0.0,0.0
10824-1,18,23,211.85,1.0,0.043478260869565216
8265-1,156,1090,1179.9150000000006,0.0,0.0
40057-1,24,67,53.916,3.0,0.04477611940298507
7899-1,125,216,713.51,3.0,0.013888888888888888
76085-1,75,201,132.97500000000002,4.0,0.01990049751243781
7624-1,54,86,52.946,3.0,0.03488372093023256
60156-1,45,60,50.65999999999998,1.0,0.016666666666666666
70324-1,139,290,225.1799999999998,3.0,0.010344827586206896
70620-1,1097,5026,4262.088999999996,19.0,0.003780342220453641
76017-1,89,192,298.56000000000006,4.0,0.020833333333333332
9911-1,3,3,13.71,0.0,0.0
850949-1,18,46,59.90999999999999,1.0,0.021739130434782608
8401-1,47,59,27.22300000000001,5.0,0.0847457627118644
4195-1,239,1168,1172.2650000000003,11.0,0.009417808219178082
2630-1,8,14,66.25,3.0,0.21428571428571427
7671-1,125,408,365.66500000000025,2.0,0.004901960784313725
60032-1,38,49,39.03999999999999,1.0,0.02040816326530612
3794-1,10,15,22.360000000000003,1.0,0.06666666666666667
5141-1,11,62,110.32,0.0,0.0
COMCON009-1,6,8,1.46,3.0,0.375
10708-1,40,76,57.330000000000005,0.0,0.0
7848-1,146,383,527.1700000000001,3.0,0.007832898172323759
6350-1,72,149,160.91999999999993,3.0,0.020134228187919462
4348-1,28,38,105.52000000000001,0.0,0.0
41187-1,269,514,311.3320000000002,3.0,0.005836575875486381
2170-1,23,24,36.800000000000004,11.0,0.4583333333333333
60147-1,82,143,236.95999999999998,2.0,0.013986013986013986
76084-1,158,394,343.80199999999996,8.0,0.02030456852791878
75115-1,58,107,140.14499999999995,0.0,0.0
5918-1,26,37,51.94999999999999,1.0,0.02702702702702703
10834-1,39,57,700.39,3.0,0.05263157894736842
41500-1,31,63,33.18000000000001,0.0,0.0
6641-1,38,84,74.09,1.0,0.011904761904761904
72005-1,192,572,407.51000000000005,4.0,0.006993006993006993
70010-1,352,1295,1436.6260000000009,7.0,0.005405405405405406
75100-1,166,461,358.425,3.0,0.006507592190889371
8295-1,145,1206,1231.605,0.0,0.0
5218-1,53,150,163.50999999999993,0.0,0.0
6331-1,96,165,159.82,2.0,0.012121212121212121
8899-1,230,420,392.3050000000004,5.0,0.011904761904761904
3464-1,1,25,118.75,0.0,0.0
75237-1,44,71,139.92000000000002,2.0,0.028169014084507043
5600-1,127,296,917.3800000000001,4.0,0.013513513513513514
8581-1,23,30,35.94,0.0,0.0
2856197-1,2,2,0.34,1.0,0.5
5819-1,27,47,541.81,1.0,0.02127659574468085
2593-1,9,9,247.2,1.0,0.1111111111111111
76099-1,120,253,194.13299999999992,4.0,0.015810276679841896
2617-1,4,4,64.61,1.0,0.25
41598-1,55,130,74.02999999999997,0.0,0.0
70664-1,40,204,105.77000000000001,2.0,0.00980392156862745
8981-1,27,58,103.49999999999999,0.0,0.0
41564-1,38,73,37.04199999999999,0.0,0.0
10181-1,127,3553,3780.670000000001,0.0,0.0
41142-1,132,222,181.45000000000002,0.0,0.0
60229-1,367,1053,1521.4399999999994,10.0,0.00949667616334283
8451-1,58,193,334.0,0.0,0.0
75871-1,93,214,169.4000000000001,1.0,0.004672897196261682
6558-1,111,187,411.81099999999986,3.0,0.016042780748663103
6900-1,46,113,188.91,1.0,0.008849557522123894
6354-1,88,152,125.89999999999998,3.0,0.019736842105263157
75971-1,85,197,145.58499999999998,3.0,0.015228426395939087
31073-1,74,231,117.38,0.0,0.0
40044-1,14,26,13.290000000000001,0.0,0.0
60073-1,132,259,232.6699999999999,2.0,0.007722007722007722
41106-1,261,730,793.6350000000001,3.0,0.00410958904109589
10556-1,57,106,950.1699999999997,2.0,0.018867924528301886
8493-1,43,91,188.44000000000005,0.0,0.0
66474-1,2,2,0.0,2.0,1.0
6887-1,47,97,115.17,1.0,0.010309278350515464
B005-1,1,25,27.500000000000004,0.0,0.0
41530-1,33,70,33.37,0.0,0.0
4616-1,25,39,120.65,1.0,0.02564102564102564
8679-1,319,970,923.2560000000003,0.0,0.0
5839-1,26,38,553.0,2.0,0.05263157894736842
60146-1,59,105,139.17999999999995,1.0,0.009523809523809525
41191-1,124,228,111.10999999999997,2.0,0.008771929824561403
3426-1,58,123,158.89000000000001,7.0,0.056910569105691054
60213-1,62,95,124.44999999999999,2.0,0.021052631578947368
3187-1,119,245,262.0700000000001,2.0,0.00816326530612245
75102-1,233,756,606.8000000000001,4.0,0.005291005291005291
44028-1,73,178,227.96,4.0,0.02247191011235955
6418-1,110,268,485.9620000000001,6.0,0.022388059701492536
31009-1,99,284,330.23,1.0,0.0035211267605633804
4877-1,19,30,37.92999999999999,0.0,0.0
7675-1,220,839,961.2599999999996,6.0,0.007151370679380214
31037-1,106,299,249.9900000000001,0.0,0.0
10830-1,22,27,254.98,1.0,0.037037037037037035
6340-1,91,179,174.68,2.0,0.0111731843575419
4689-1,47,71,960.5199999999999,6.0,0.08450704225352113
5612-1,18,22,10.8,1.0,0.045454545454545456
4192-1,53,125,137.11999999999998,6.0,0.048
6879-1,48,77,71.73,1.0,0.012987012987012988
41076-1,89,184,125.78099999999998,1.0,0.005434782608695652
834-1,13,64,129.29999999999998,0.0,0.0
75087-1,154,384,333.05999999999995,3.0,0.0078125
8513-1,23,45,43.18999999999999,3.0,0.06666666666666667
2516-1,44,55,33.88,1.0,0.01818181818181818
3427-1,34,54,63.99000000000001,1.0,0.018518518518518517
5945-1,11,13,94.15,1.0,0.07692307692307693
8886-1,1,1,7.0,0.0,0.0
7936-1,80,169,271.032,1.0,0.005917159763313609
3099-1,25,143,1321.14,0.0,0.0
853556-1,19,26,7.710000000000001,3.0,0.11538461538461539
5135-1,26,30,15.740000000000004,0.0,0.0
10224-1,357,2926,2919.909999999998,8.0,0.002734107997265892
7115-1,37,79,97.58999999999996,2.0,0.02531645569620253
3402-1,34,61,118.05999999999997,2.0,0.03278688524590164
76111-1,102,269,217.89000000000001,3.0,0.011152416356877323
3334-1,6,10,350.4200000000001,0.0,0.0
10027-1,163,675,1078.2299999999996,3.0,0.0044444444444444444
9265-1,5,250,457.5,0.0,0.0
71174-1,4,4,0.0,4.0,1.0
5313-1,14,18,11.420000000000002,0.0,0.0
21104-1,111,317,301.62000000000006,0.0,0.0
6905-1,61,113,122.60999999999999,2.0,0.017699115044247787
3751-1,1,100,80.0,0.0,0.0
70505-1,193,589,592.2900000000002,5.0,0.008488964346349746
7071-1,26,28,79.47,2.0,0.07142857142857142
10816-1,31,39,431.65999999999997,3.0,0.07692307692307693
8471-1,51,127,261.15,0.0,0.0
